Product_ID,total_gaps,total_days,2024-02-29,2024-12-31
1463,365,366,True,True
1465,365,366,True,True
1466,365,366,True,True
1467,365,366,True,True
1468,365,366,True,True
1469,364,366,True,True
1471,365,366,True,True
1473,364,366,True,True
1474,364,366,True,True
1476,365,366,True,True
1477,363,366,True,True
1478,364,366,True,True
1479,364,366,True,True
1481,364,366,True,True
1482,365,366,True,True
1483,365,366,True,True
1484,365,366,True,True
1485,365,366,True,True
1486,362,366,True,True
1488,365,366,True,True
1490,365,366,True,True
1492,365,366,True,True
1493,365,366,True,True
1497,365,366,True,True
1498,365,366,True,True
1503,364,366,True,True
1504,365,366,True,True
1507,365,366,True,True
1508,364,366,True,True
1509,365,366,True,True
1513,364,366,True,True
1516,365,366,True,True
1517,365,366,True,True
1518,365,366,True,True
1523,363,366,True,True
1524,364,366,True,True
1526,365,366,True,True
1527,365,366,True,True
1528,365,366,True,True
1529,365,366,True,True
1530,365,366,True,True
1531,365,366,True,True
1533,364,366,True,True
1534,365,366,True,True
1535,365,366,True,True
1536,363,366,True,True
1537,364,366,True,True
1539,362,366,True,True
1541,363,366,True,True
1542,364,366,True,True
1543,365,366,True,True
1544,364,366,True,True
1545,365,366,True,True
1547,365,366,True,True
1549,365,366,True,True
1550,365,366,True,True
1551,365,366,True,True
1553,365,366,True,True
1555,365,366,True,True
1556,365,366,True,True
1557,365,366,True,True
1558,364,366,True,True
1560,365,366,True,True
1561,365,366,True,True
1563,365,366,True,True
1564,364,366,True,True
1566,362,366,True,True
1569,365,366,True,True
1570,365,366,True,True
1571,365,366,True,True
1572,365,366,True,True
1573,365,366,True,True
1574,364,366,True,True
1575,364,366,True,True
1576,364,366,True,True
1577,364,366,True,True
1578,364,366,True,True
1580,365,366,True,True
1581,363,366,True,True
1584,365,366,True,True
1585,364,366,True,True
1587,365,366,True,True
1588,365,366,True,True
1589,362,366,True,True
1590,365,366,True,True
1592,364,366,True,True
1593,364,366,True,True
1594,364,366,True,True
1595,364,366,True,True
1596,365,366,True,True
1597,365,366,True,True
1600,365,366,True,True
1601,365,366,True,True
1603,365,366,True,True
1604,365,366,True,True
1605,364,366,True,True
1608,364,366,True,True
1610,365,366,True,True
1611,364,366,True,True
1612,365,366,True,True
1613,365,366,True,True
1614,361,366,True,True
1616,365,366,True,True
1617,365,366,True,True
1620,362,366,True,True
1621,365,366,True,True
1622,365,366,True,True
1623,365,366,True,True
1624,365,366,True,True
1628,365,366,True,True
1629,365,366,True,True
1631,365,366,True,True
1633,365,366,True,True
1634,365,366,True,True
1640,365,366,True,True
1643,365,366,True,True
1645,365,366,True,True
1647,365,366,True,True
1648,365,366,True,True
1649,365,366,True,True
1651,365,366,True,True
1652,365,366,True,True
1654,364,366,True,True
1655,365,366,True,True
1657,365,366,True,True
1658,364,366,True,True
1660,364,366,True,True
1661,363,366,True,True
1663,363,366,True,True
1665,363,366,True,True
1666,362,366,True,True
1668,365,366,True,True
1669,364,366,True,True
1670,363,366,True,True
1672,363,366,True,True
1674,364,366,True,True
1675,364,366,True,True
1676,365,366,True,True
1677,365,366,True,True
1678,365,366,True,True
1683,364,366,True,True
1684,365,366,True,True
1685,363,366,True,True
1686,365,366,True,True
1687,365,366,True,True
1688,364,366,True,True
1690,364,366,True,True
1694,364,366,True,True
1695,364,366,True,True
1696,364,366,True,True
1701,363,366,True,True
1702,365,366,True,True
1705,365,366,True,True
1709,364,366,True,True
1710,365,366,True,True
1711,365,366,True,True
1713,364,366,True,True
1714,365,366,True,True
1717,362,366,True,True
1719,365,366,True,True
1721,365,366,True,True
1722,365,366,True,True
1723,364,366,True,True
1724,365,366,True,True
1726,365,366,True,True
1727,365,366,True,True
1729,365,366,True,True
1730,365,366,True,True
1731,364,366,True,True
1733,364,366,True,True
1734,365,366,True,True
1735,365,366,True,True
1736,364,366,True,True
1737,365,366,True,True
1739,364,366,True,True
1742,365,366,True,True
1744,364,366,True,True
1745,365,366,True,True
1746,364,366,True,True
1749,364,366,True,True
1750,364,366,True,True
1751,365,366,True,True
1752,365,366,True,True
1753,365,366,True,True
1756,363,366,True,True
1757,365,366,True,True
1758,365,366,True,True
1760,361,366,True,True
1761,365,366,True,True
1762,365,366,True,True
1763,365,366,True,True
1764,365,366,True,True
1770,364,366,True,True
1771,365,366,True,True
1772,364,366,True,True
1773,365,366,True,True
1774,365,366,True,True
1775,364,366,True,True
1777,365,366,True,True
1779,364,366,True,True
1780,365,366,True,True
1781,365,366,True,True
1783,365,366,True,True
1784,365,366,True,True
1785,364,366,True,True
1788,365,366,True,True
1789,362,366,True,True
1791,365,366,True,True
1792,364,366,True,True
1795,364,366,True,True
1797,364,366,True,True
1800,365,366,True,True
1801,365,366,True,True
1802,365,366,True,True
1803,364,366,True,True
1805,365,366,True,True
1806,365,366,True,True
1807,364,366,True,True
1809,365,366,True,True
1810,365,366,True,True
1811,365,366,True,True
1813,365,366,True,True
1814,365,366,True,True
1815,364,366,True,True
1817,365,366,True,True
1818,365,366,True,True
1819,363,366,True,True
1820,365,366,True,True
1821,365,366,True,True
1824,364,366,True,True
1825,362,366,True,True
1826,365,366,True,True
1827,365,366,True,True
1828,365,366,True,True
1829,365,366,True,True
1832,365,366,True,True
1834,364,366,True,True
1835,362,366,True,True
1838,365,366,True,True
1839,364,366,True,True
1843,364,366,True,True
1844,365,366,True,True
1845,364,366,True,True
1846,364,366,True,True
1847,363,366,True,True
1848,365,366,True,True
1849,364,366,True,True
1852,365,366,True,True
1853,365,366,True,True
1854,362,366,True,True
1855,364,366,True,True
1856,364,366,True,True
1859,365,366,True,True
1860,365,366,True,True
1861,365,366,True,True
1862,364,366,True,True
1864,365,366,True,True
1865,363,366,True,True
1866,364,366,True,True
1867,362,366,True,True
1869,364,366,True,True
1871,365,366,True,True
1872,365,366,True,True
1873,365,366,True,True
1874,363,366,True,True
1876,364,366,True,True
1878,362,366,True,True
1879,364,366,True,True
1881,365,366,True,True
1882,365,366,True,True
1884,364,366,True,True
1885,365,366,True,True
1887,365,366,True,True
1890,364,366,True,True
1891,364,366,True,True
1892,365,366,True,True
1893,365,366,True,True
1894,364,366,True,True
1895,362,366,True,True
1896,365,366,True,True
1898,363,366,True,True
1899,365,366,True,True
1900,365,366,True,True
1901,365,366,True,True
1903,365,366,True,True
1904,365,366,True,True
1907,365,366,True,True
1908,365,366,True,True
1909,365,366,True,True
1910,365,366,True,True
1912,365,366,True,True
1913,365,366,True,True
1914,364,366,True,True
1916,364,366,True,True
1917,365,366,True,True
1918,364,366,True,True
1920,364,366,True,True
1922,365,366,True,True
1924,365,366,True,True
1926,363,366,True,True
1927,365,366,True,True
1928,365,366,True,True
1929,364,366,True,True
1931,362,366,True,True
1932,363,366,True,True
1933,363,366,True,True
1934,365,366,True,True
1935,365,366,True,True
1936,365,366,True,True
1938,364,366,True,True
1939,364,366,True,True
1940,365,366,True,True
1945,365,366,True,True
1947,365,366,True,True
1948,365,366,True,True
1949,363,366,True,True
1950,365,366,True,True
1952,365,366,True,True
1954,364,366,True,True
1955,365,366,True,True
1957,363,366,True,True
1958,364,366,True,True
1960,365,366,True,True
1962,365,366,True,True
1963,365,366,True,True
1965,364,366,True,True
1966,365,366,True,True
1967,365,366,True,True
1971,364,366,True,True
1972,364,366,True,True
1973,365,366,True,True
1976,365,366,True,True
1977,364,366,True,True
1978,365,366,True,True
1979,365,366,True,True
1980,365,366,True,True
1981,364,366,True,True
1984,365,366,True,True
1985,365,366,True,True
1986,365,366,True,True
1987,364,366,True,True
1989,364,366,True,True
1991,364,366,True,True
1993,365,366,True,True
1995,363,366,True,True
2000,365,366,True,True
2001,364,366,True,True
2004,363,366,True,True
2005,365,366,True,True
2007,364,366,True,True
2009,364,366,True,True
2010,365,366,True,True
2011,364,366,True,True
2012,364,366,True,True
2013,363,366,True,True
2015,363,366,True,True
2017,364,366,True,True
2020,365,366,True,True
2021,364,366,True,True
2022,365,366,True,True
2023,364,366,True,True
2026,364,366,True,True
2029,365,366,True,True
2030,365,366,True,True
2031,364,366,True,True
2032,363,366,True,True
2033,364,366,True,True
2034,365,366,True,True
2037,365,366,True,True
2039,365,366,True,True
2040,365,366,True,True
2042,365,366,True,True
2044,365,366,True,True
2049,365,366,True,True
2050,364,366,True,True
2052,364,366,True,True
2056,365,366,True,True
2057,365,366,True,True
2058,365,366,True,True
2060,363,366,True,True
2061,364,366,True,True
2063,365,366,True,True
2064,365,366,True,True
2065,364,366,True,True
2066,365,366,True,True
2067,365,366,True,True
2068,365,366,True,True
2069,364,366,True,True
2070,365,366,True,True
2073,364,366,True,True
2074,365,366,True,True
2076,364,366,True,True
2077,363,366,True,True
2078,365,366,True,True
2079,365,366,True,True
2081,364,366,True,True
2082,363,366,True,True
2083,365,366,True,True
2088,362,366,True,True
2089,365,366,True,True
2090,365,366,True,True
2091,365,366,True,True
2094,365,366,True,True
2095,365,366,True,True
2097,365,366,True,True
2098,363,366,True,True
2099,364,366,True,True
2100,364,366,True,True
2101,362,366,True,True
2102,365,366,True,True
2106,365,366,True,True
2109,362,366,True,True
2111,365,366,True,True
2112,365,366,True,True
2113,365,366,True,True
2114,363,366,True,True
2116,365,366,True,True
2117,365,366,True,True
2118,362,366,True,True
2119,365,366,True,True
2120,362,366,True,True
2121,363,366,True,True
2122,362,366,True,True
2123,364,366,True,True
2124,365,366,True,True
2128,364,366,True,True
2129,365,366,True,True
2131,364,366,True,True
2133,363,366,True,True
2136,365,366,True,True
2138,364,366,True,True
2139,363,366,True,True
2141,362,366,True,True
2142,364,366,True,True
2143,362,366,True,True
2144,365,366,True,True
2145,364,366,True,True
2146,364,366,True,True
2147,364,366,True,True
2148,364,366,True,True
2149,364,366,True,True
2150,364,366,True,True
2153,364,366,True,True
2155,365,366,True,True
2156,364,366,True,True
2157,365,366,True,True
2158,363,366,True,True
2160,365,366,True,True
2162,364,366,True,True
2163,364,366,True,True
2164,363,366,True,True
2165,365,366,True,True
2167,364,366,True,True
2168,365,366,True,True
2169,365,366,True,True
2173,365,366,True,True
2174,364,366,True,True
2179,363,366,True,True
2180,365,366,True,True
2181,365,366,True,True
2182,365,366,True,True
2185,365,366,True,True
2186,364,366,True,True
2187,364,366,True,True
2188,364,366,True,True
2189,364,366,True,True
2190,365,366,True,True
2191,364,366,True,True
2192,365,366,True,True
2195,363,366,True,True
2196,365,366,True,True
2197,364,366,True,True
2198,363,366,True,True
2200,365,366,True,True
2202,364,366,True,True
2204,365,366,True,True
2207,365,366,True,True
2208,364,366,True,True
2209,365,366,True,True
2210,365,366,True,True
2211,364,366,True,True
2212,365,366,True,True
2213,365,366,True,True
2214,364,366,True,True
2217,365,366,True,True
2218,365,366,True,True
2219,364,366,True,True
2220,365,366,True,True
2221,365,366,True,True
2222,362,366,True,True
2223,363,366,True,True
2224,364,366,True,True
2225,364,366,True,True
2226,365,366,True,True
2227,365,366,True,True
2229,365,366,True,True
2230,363,366,True,True
2231,365,366,True,True
2233,365,366,True,True
2234,365,366,True,True
2236,364,366,True,True
2237,364,366,True,True
2239,365,366,True,True
2240,364,366,True,True
2244,363,366,True,True
2250,365,366,True,True
2251,365,366,True,True
2252,365,366,True,True
2253,365,366,True,True
2256,364,366,True,True
2257,361,366,True,True
2259,364,366,True,True
2260,364,366,True,True
2264,364,366,True,True
2265,365,366,True,True
2267,365,366,True,True
2268,365,366,True,True
2269,365,366,True,True
2270,364,366,True,True
2272,364,366,True,True
2274,365,366,True,True
2278,365,366,True,True
2279,365,366,True,True
2281,364,366,True,True
2282,365,366,True,True
2283,363,366,True,True
2284,365,366,True,True
2285,364,366,True,True
2286,365,366,True,True
2287,363,366,True,True
2288,364,366,True,True
2289,364,366,True,True
2290,365,366,True,True
2291,365,366,True,True
2292,365,366,True,True
2293,364,366,True,True
2294,362,366,True,True
2295,364,366,True,True
2296,362,366,True,True
2297,365,366,True,True
2298,364,366,True,True
2299,365,366,True,True
2300,365,366,True,True
2301,365,366,True,True
2302,364,366,True,True
2303,365,366,True,True
2304,365,366,True,True
2307,365,366,True,True
2308,364,366,True,True
2309,365,366,True,True
2310,365,366,True,True
2311,365,366,True,True
2312,365,366,True,True
2313,365,366,True,True
2314,364,366,True,True
2315,365,366,True,True
2316,365,366,True,True
2317,364,366,True,True
2318,364,366,True,True
2319,365,366,True,True
2320,365,366,True,True
2325,364,366,True,True
2326,365,366,True,True
2327,365,366,True,True
2328,364,366,True,True
2329,363,366,True,True
2330,365,366,True,True
2332,364,366,True,True
2333,363,366,True,True
2334,364,366,True,True
2335,362,366,True,True
2337,365,366,True,True
2338,361,366,True,True
2339,365,366,True,True
2340,365,366,True,True
2342,365,366,True,True
2344,365,366,True,True
2345,362,366,True,True
2346,364,366,True,True
2347,365,366,True,True
2349,365,366,True,True
2350,363,366,True,True
2351,365,366,True,True
2352,364,366,True,True
2353,365,366,True,True
2354,364,366,True,True
2355,363,366,True,True
2356,361,366,True,True
2357,365,366,True,True
2358,365,366,True,True
2359,365,366,True,True
2360,364,366,True,True
2361,365,366,True,True
2363,363,366,True,True
2364,365,366,True,True
2367,365,366,True,True
2369,365,366,True,True
2370,365,366,True,True
2371,365,366,True,True
2374,365,366,True,True
2375,365,366,True,True
2377,365,366,True,True
2378,365,366,True,True
2380,365,366,True,True
2383,365,366,True,True
2384,363,366,True,True
2385,364,366,True,True
2387,364,366,True,True
2388,365,366,True,True
2389,364,366,True,True
2392,365,366,True,True
2397,365,366,True,True
2399,364,366,True,True
2400,364,366,True,True
2401,365,366,True,True
2402,365,366,True,True
2403,365,366,True,True
2405,362,366,True,True
2406,364,366,True,True
2407,365,366,True,True
2408,365,366,True,True
2411,365,366,True,True
2412,365,366,True,True
2413,365,366,True,True
2414,365,366,True,True
2415,365,366,True,True
2416,365,366,True,True
2417,364,366,True,True
2418,364,366,True,True
2419,365,366,True,True
2421,365,366,True,True
2422,364,366,True,True
2424,365,366,True,True
2425,361,366,True,True
2426,365,366,True,True
2428,365,366,True,True
2431,365,366,True,True
2432,364,366,True,True
2433,364,366,True,True
2435,365,366,True,True
2436,365,366,True,True
2437,365,366,True,True
2439,365,366,True,True
2440,365,366,True,True
2442,365,366,True,True
2443,364,366,True,True
2444,365,366,True,True
2448,365,366,True,True
2449,365,366,True,True
2450,363,366,True,True
2452,365,366,True,True
2453,362,366,True,True
2454,365,366,True,True
2455,363,366,True,True
2456,364,366,True,True
2457,364,366,True,True
2458,365,366,True,True
2459,363,366,True,True
2460,364,366,True,True
2461,364,366,True,True
2462,365,366,True,True
2463,365,366,True,True
2465,365,366,True,True
2466,365,366,True,True
2467,365,366,True,True
2468,365,366,True,True
2469,363,366,True,True
2471,365,366,True,True
2472,365,366,True,True
2473,364,366,True,True
2474,365,366,True,True
2475,365,366,True,True
2477,365,366,True,True
2478,365,366,True,True
2481,364,366,True,True
2484,364,366,True,True
2485,365,366,True,True
2487,365,366,True,True
2488,364,366,True,True
2489,363,366,True,True
2491,365,366,True,True
2492,365,366,True,True
2496,365,366,True,True
2497,363,366,True,True
2498,365,366,True,True
2499,364,366,True,True
2500,363,366,True,True
2501,364,366,True,True
2503,365,366,True,True
2504,361,366,True,True
2505,365,366,True,True
2506,365,366,True,True
2508,365,366,True,True
2509,365,366,True,True
2513,364,366,True,True
2514,365,366,True,True
2515,365,366,True,True
2518,364,366,True,True
2520,364,366,True,True
2521,364,366,True,True
2522,364,366,True,True
2523,365,366,True,True
2524,364,366,True,True
2526,365,366,True,True
2527,362,366,True,True
2528,364,366,True,True
2530,364,366,True,True
2531,365,366,True,True
2532,365,366,True,True
2533,365,366,True,True
2538,360,366,True,True
2539,365,366,True,True
2541,365,366,True,True
2542,364,366,True,True
2544,365,366,True,True
2545,363,366,True,True
2546,365,366,True,True
2547,365,366,True,True
2548,365,366,True,True
2551,365,366,True,True
2552,364,366,True,True
2554,365,366,True,True
2555,365,366,True,True
2557,362,366,True,True
2558,365,366,True,True
2560,365,366,True,True
2561,365,366,True,True
2564,363,366,True,True
2565,365,366,True,True
2566,364,366,True,True
2568,365,366,True,True
2569,365,366,True,True
2570,365,366,True,True
2572,365,366,True,True
2573,362,366,True,True
2574,363,366,True,True
2577,365,366,True,True
2578,365,366,True,True
2579,365,366,True,True
2580,365,366,True,True
2581,363,366,True,True
2582,365,366,True,True
2585,365,366,True,True
2586,365,366,True,True
2587,364,366,True,True
2588,365,366,True,True
2589,365,366,True,True
2590,365,366,True,True
2591,363,366,True,True
2594,364,366,True,True
2595,365,366,True,True
2596,365,366,True,True
2597,365,366,True,True
2598,365,366,True,True
2599,363,366,True,True
2600,365,366,True,True
2601,365,366,True,True
2602,365,366,True,True
2604,365,366,True,True
2605,365,366,True,True
2606,364,366,True,True
2607,364,366,True,True
2610,365,366,True,True
2612,364,366,True,True
2613,365,366,True,True
2614,365,366,True,True
2616,362,366,True,True
2618,365,366,True,True
2619,364,366,True,True
2620,365,366,True,True
2622,365,366,True,True
2624,365,366,True,True
2626,364,366,True,True
2628,364,366,True,True
2629,365,366,True,True
2631,364,366,True,True
2633,364,366,True,True
2638,364,366,True,True
2641,364,366,True,True
2642,364,366,True,True
2644,365,366,True,True
2646,365,366,True,True
2647,365,366,True,True
2650,364,366,True,True
2651,364,366,True,True
2653,364,366,True,True
2654,365,366,True,True
2655,365,366,True,True
2656,361,366,True,True
2657,363,366,True,True
2658,365,366,True,True
2660,365,366,True,True
2661,365,366,True,True
2664,365,366,True,True
2665,365,366,True,True
2666,364,366,True,True
2667,363,366,True,True
2670,363,366,True,True
2673,364,366,True,True
2674,365,366,True,True
2677,365,366,True,True
2678,365,366,True,True
2679,364,366,True,True
2680,365,366,True,True
2682,365,366,True,True
2684,364,366,True,True
2685,365,366,True,True
2686,364,366,True,True
2687,365,366,True,True
2688,364,366,True,True
2691,364,366,True,True
2692,365,366,True,True
2693,365,366,True,True
2695,365,366,True,True
2696,362,366,True,True
2697,365,366,True,True
2698,365,366,True,True
2700,365,366,True,True
2701,365,366,True,True
2702,364,366,True,True
2703,364,366,True,True
2704,365,366,True,True
2705,365,366,True,True
2706,363,366,True,True
2708,365,366,True,True
2710,364,366,True,True
2712,364,366,True,True
2715,365,366,True,True
2716,365,366,True,True
2718,365,366,True,True
2720,365,366,True,True
2721,365,366,True,True
2725,363,366,True,True
2727,365,366,True,True
2728,365,366,True,True
2730,363,366,True,True
2731,365,366,True,True
2732,365,366,True,True
2733,365,366,True,True
2734,363,366,True,True
2736,365,366,True,True
2738,365,366,True,True
2740,364,366,True,True
2741,363,366,True,True
2742,365,366,True,True
2744,365,366,True,True
2745,364,366,True,True
2747,363,366,True,True
2748,365,366,True,True
2749,363,366,True,True
2751,363,366,True,True
2753,365,366,True,True
2754,364,366,True,True
2755,364,366,True,True
2756,365,366,True,True
2758,364,366,True,True
2759,364,366,True,True
2763,365,366,True,True
2764,365,366,True,True
2766,365,366,True,True
2767,365,366,True,True
2769,365,366,True,True
2770,365,366,True,True
2772,365,366,True,True
2773,364,366,True,True
2774,365,366,True,True
2775,364,366,True,True
2778,362,366,True,True
2779,365,366,True,True
2784,365,366,True,True
2785,363,366,True,True
2786,365,366,True,True
2787,364,366,True,True
2788,363,366,True,True
2790,364,366,True,True
2792,364,366,True,True
2793,365,366,True,True
2795,365,366,True,True
2796,363,366,True,True
2797,365,366,True,True
2798,365,366,True,True
2799,364,366,True,True
2800,365,366,True,True
2802,365,366,True,True
2803,365,366,True,True
2804,365,366,True,True
2807,365,366,True,True
2809,364,366,True,True
2811,365,366,True,True
2812,365,366,True,True
2813,364,366,True,True
2814,364,366,True,True
2816,365,366,True,True
2818,364,366,True,True
2820,363,366,True,True
2822,364,366,True,True
2823,364,366,True,True
2826,363,366,True,True
2827,365,366,True,True
2828,363,366,True,True
2829,365,366,True,True
2830,365,366,True,True
2831,363,366,True,True
2832,365,366,True,True
2833,364,366,True,True
2835,365,366,True,True
2836,363,366,True,True
2837,363,366,True,True
2838,365,366,True,True
2839,365,366,True,True
2840,365,366,True,True
2841,365,366,True,True
2843,365,366,True,True
2844,365,366,True,True
2845,365,366,True,True
2846,365,366,True,True
2848,365,366,True,True
2849,365,366,True,True
2850,365,366,True,True
2851,364,366,True,True
2852,365,366,True,True
2855,363,366,True,True
2856,365,366,True,True
2857,364,366,True,True
2858,365,366,True,True
2860,363,366,True,True
2861,363,366,True,True
2862,365,366,True,True
2866,365,366,True,True
2867,364,366,True,True
2868,365,366,True,True
2871,364,366,True,True
2872,365,366,True,True
2873,365,366,True,True
2876,365,366,True,True
2878,365,366,True,True
2879,364,366,True,True
2883,364,366,True,True
2887,364,366,True,True
2888,365,366,True,True
2892,365,366,True,True
2893,365,366,True,True
2895,365,366,True,True
2896,365,366,True,True
2897,364,366,True,True
2899,365,366,True,True
2901,365,366,True,True
2902,363,366,True,True
2903,365,366,True,True
2905,365,366,True,True
2907,365,366,True,True
2910,364,366,True,True
2911,364,366,True,True
2912,364,366,True,True
2915,365,366,True,True
2916,365,366,True,True
2918,365,366,True,True
2920,365,366,True,True
2922,363,366,True,True
2923,365,366,True,True
2924,364,366,True,True
2925,364,366,True,True
2926,365,366,True,True
2927,364,366,True,True
2928,365,366,True,True
2931,363,366,True,True
2932,365,366,True,True
