Product_ID,total_gaps,total_days,2023-12-31
1131,361,365,True
1132,363,365,True
1133,364,365,True
1134,365,365,True
1135,365,365,True
1136,363,365,True
1137,364,365,True
1138,362,365,True
1139,365,365,True
1140,364,365,True
1141,364,365,True
1142,364,365,True
1143,365,365,True
1144,363,365,True
1145,365,365,True
1146,365,365,True
1147,364,365,True
1148,364,365,True
1149,364,365,True
1150,363,365,True
1151,365,365,True
1152,363,365,True
1153,365,365,True
1154,364,365,True
1155,362,365,True
1156,364,365,True
1157,364,365,True
1158,364,365,True
1159,364,365,True
1160,365,365,True
1161,364,365,True
1162,364,365,True
1163,363,365,True
1164,365,365,True
1165,364,365,True
1166,365,365,True
1167,365,365,True
1168,365,365,True
1169,364,365,True
1170,363,365,True
1171,364,365,True
1172,365,365,True
1173,365,365,True
1174,363,365,True
1175,364,365,True
1176,363,365,True
1177,363,365,True
1178,364,365,True
1179,365,365,True
1180,364,365,True
1181,363,365,True
1182,364,365,True
1183,364,365,True
1184,363,365,True
1185,363,365,True
1186,364,365,True
1187,364,365,True
1188,363,365,True
1189,365,365,True
1190,365,365,True
1191,363,365,True
1192,365,365,True
1193,364,365,True
1194,364,365,True
1195,365,365,True
1196,365,365,True
1197,362,365,True
1198,365,365,True
1199,361,365,True
1200,364,365,True
1201,362,365,True
1202,365,365,True
1203,365,365,True
1204,363,365,True
1205,364,365,True
1206,363,365,True
1207,363,365,True
1208,364,365,True
1209,364,365,True
1210,362,365,True
1211,364,365,True
1212,364,365,True
1213,364,365,True
1214,365,365,True
1215,362,365,True
1216,364,365,True
1217,365,365,True
1218,365,365,True
1219,364,365,True
1220,365,365,True
1221,363,365,True
1222,364,365,True
1223,364,365,True
1224,365,365,True
1225,362,365,True
1226,364,365,True
1227,365,365,True
1228,364,365,True
1229,363,365,True
1230,364,365,True
1231,364,365,True
1232,362,365,True
1233,362,365,True
1234,363,365,True
1235,362,365,True
1236,365,365,True
1237,363,365,True
1238,363,365,True
1239,365,365,True
1240,363,365,True
1241,365,365,True
1242,365,365,True
1243,363,365,True
1244,364,365,True
1245,362,365,True
1246,365,365,True
1247,365,365,True
1248,361,365,True
1249,364,365,True
1250,363,365,True
1251,363,365,True
1252,362,365,True
1253,360,365,True
1254,364,365,True
1255,365,365,True
1256,363,365,True
1257,365,365,True
1258,364,365,True
1259,365,365,True
1260,365,365,True
1261,365,365,True
1262,363,365,True
1263,365,365,True
1264,364,365,True
1265,364,365,True
1266,364,365,True
1267,365,365,True
1268,363,365,True
1269,365,365,True
1270,364,365,True
1271,365,365,True
1272,364,365,True
1273,365,365,True
1274,361,365,True
1275,365,365,True
1276,364,365,True
1277,364,365,True
1278,365,365,True
1279,364,365,True
1280,364,365,True
1281,364,365,True
1282,360,365,True
1283,365,365,True
1284,365,365,True
1285,365,365,True
1286,364,365,True
1287,365,365,True
1288,365,365,True
1289,362,365,True
1290,365,365,True
1291,363,365,True
1292,364,365,True
1293,364,365,True
1294,365,365,True
1295,365,365,True
1296,363,365,True
1297,364,365,True
1298,364,365,True
1299,364,365,True
1300,363,365,True
1301,363,365,True
1302,362,365,True
1303,364,365,True
1304,364,365,True
1305,362,365,True
1306,362,365,True
1307,362,365,True
1308,365,365,True
1309,364,365,True
1310,364,365,True
1311,362,365,True
1312,364,365,True
1313,363,365,True
1314,365,365,True
1315,365,365,True
1316,364,365,True
1317,364,365,True
1318,365,365,True
1319,365,365,True
1320,362,365,True
1321,362,365,True
1322,365,365,True
1323,364,365,True
1324,362,365,True
1325,364,365,True
1326,363,365,True
1327,364,365,True
1328,363,365,True
1329,364,365,True
1330,365,365,True
1331,365,365,True
1332,365,365,True
1333,364,365,True
1334,364,365,True
1335,365,365,True
1336,365,365,True
1337,364,365,True
1338,364,365,True
1339,364,365,True
1340,363,365,True
1341,365,365,True
1342,364,365,True
1343,364,365,True
1344,365,365,True
1345,364,365,True
1346,365,365,True
1347,364,365,True
1348,365,365,True
1349,364,365,True
1350,364,365,True
1351,364,365,True
1352,364,365,True
1353,363,365,True
1354,365,365,True
1355,361,365,True
1356,364,365,True
1357,364,365,True
1358,363,365,True
1359,364,365,True
1360,364,365,True
1361,363,365,True
1362,364,365,True
1363,364,365,True
1364,363,365,True
1365,365,365,True
1366,365,365,True
1367,365,365,True
1368,362,365,True
1369,364,365,True
1370,365,365,True
1371,364,365,True
1372,364,365,True
1373,364,365,True
1374,365,365,True
1375,364,365,True
1376,365,365,True
1377,363,365,True
1378,364,365,True
1379,364,365,True
1380,364,365,True
1381,364,365,True
1382,363,365,True
1383,364,365,True
1384,365,365,True
1385,364,365,True
1386,364,365,True
1387,365,365,True
1388,365,365,True
1389,364,365,True
1390,363,365,True
1391,365,365,True
1392,364,365,True
1393,365,365,True
1394,365,365,True
1395,364,365,True
1396,365,365,True
1397,365,365,True
1398,365,365,True
1399,365,365,True
1400,364,365,True
1401,364,365,True
1402,365,365,True
1403,363,365,True
1404,363,365,True
1405,365,365,True
1406,365,365,True
1407,365,365,True
1408,363,365,True
1409,365,365,True
1410,363,365,True
1411,363,365,True
1412,363,365,True
1413,361,365,True
1414,365,365,True
1415,365,365,True
1416,363,365,True
1417,365,365,True
1418,364,365,True
1419,363,365,True
1420,364,365,True
1421,364,365,True
1422,364,365,True
1423,365,365,True
1424,365,365,True
1425,365,365,True
1426,365,365,True
1427,364,365,True
1428,364,365,True
1429,364,365,True
1430,365,365,True
1431,365,365,True
1432,365,365,True
1433,365,365,True
1434,364,365,True
1435,365,365,True
1436,364,365,True
1437,362,365,True
1438,364,365,True
1439,364,365,True
1440,364,365,True
1441,365,365,True
1442,365,365,True
1443,365,365,True
1444,364,365,True
1445,362,365,True
1446,362,365,True
1447,363,365,True
1448,364,365,True
1449,363,365,True
1450,365,365,True
1451,364,365,True
1452,364,365,True
1453,361,365,True
1454,365,365,True
1455,364,365,True
1456,363,365,True
1457,362,365,True
1458,365,365,True
1459,363,365,True
1460,364,365,True
1461,363,365,True
1462,364,365,True
1463,364,365,True
1464,365,365,True
1465,364,365,True
1466,364,365,True
1467,364,365,True
1468,364,365,True
1469,363,365,True
1470,365,365,True
1471,364,365,True
1472,365,365,True
1473,363,365,True
1474,363,365,True
1475,365,365,True
1476,364,365,True
1477,362,365,True
1478,363,365,True
1479,363,365,True
1480,365,365,True
1481,363,365,True
1482,364,365,True
1483,364,365,True
1484,364,365,True
1485,364,365,True
1486,361,365,True
1487,365,365,True
1488,364,365,True
1489,365,365,True
1490,364,365,True
1491,365,365,True
1492,364,365,True
1493,364,365,True
1494,365,365,True
1495,365,365,True
1496,365,365,True
1497,364,365,True
1498,364,365,True
1499,365,365,True
1500,365,365,True
1501,365,365,True
1502,365,365,True
1503,363,365,True
1504,364,365,True
1505,365,365,True
1506,365,365,True
1507,364,365,True
1508,363,365,True
1509,364,365,True
1510,365,365,True
1511,365,365,True
1512,365,365,True
1513,363,365,True
1514,365,365,True
1515,365,365,True
1516,364,365,True
1517,364,365,True
1518,364,365,True
1519,365,365,True
1520,365,365,True
1521,365,365,True
1522,365,365,True
1523,362,365,True
1524,363,365,True
1525,365,365,True
1526,364,365,True
1527,364,365,True
1528,364,365,True
1529,364,365,True
1530,364,365,True
1531,364,365,True
1532,365,365,True
1533,363,365,True
1534,364,365,True
1535,364,365,True
1536,362,365,True
1537,363,365,True
1538,365,365,True
1539,361,365,True
1540,365,365,True
1541,362,365,True
1542,363,365,True
1543,364,365,True
1544,363,365,True
1545,364,365,True
1546,365,365,True
1547,364,365,True
1548,365,365,True
1549,364,365,True
1550,364,365,True
1551,364,365,True
1552,365,365,True
1553,364,365,True
1554,365,365,True
1555,364,365,True
1556,364,365,True
1557,364,365,True
1558,363,365,True
1559,365,365,True
1560,364,365,True
1561,364,365,True
1562,365,365,True
1563,364,365,True
1564,363,365,True
1565,365,365,True
1566,361,365,True
1567,365,365,True
1568,365,365,True
1569,364,365,True
1570,364,365,True
1571,364,365,True
1572,364,365,True
1573,364,365,True
1574,363,365,True
1575,363,365,True
1576,363,365,True
1577,363,365,True
1578,363,365,True
1579,365,365,True
1580,364,365,True
1581,362,365,True
1582,365,365,True
1583,365,365,True
1584,364,365,True
1585,363,365,True
1586,365,365,True
1587,364,365,True
1588,364,365,True
1589,361,365,True
1590,364,365,True
1591,365,365,True
1592,363,365,True
1593,363,365,True
1594,363,365,True
1595,363,365,True
1596,364,365,True
1597,364,365,True
1598,365,365,True
1599,365,365,True
1600,364,365,True
1601,364,365,True
1602,365,365,True
1603,364,365,True
1604,364,365,True
1605,363,365,True
1606,365,365,True
1607,365,365,True
1608,363,365,True
1609,365,365,True
1610,364,365,True
1611,363,365,True
1612,364,365,True
1613,364,365,True
1614,360,365,True
1615,365,365,True
1616,364,365,True
1617,364,365,True
1618,365,365,True
1619,365,365,True
1620,361,365,True
1621,364,365,True
1622,364,365,True
1623,364,365,True
1624,364,365,True
1625,365,365,True
1626,365,365,True
1627,365,365,True
1628,364,365,True
1629,364,365,True
1630,365,365,True
1631,364,365,True
1632,365,365,True
1633,364,365,True
1634,364,365,True
1635,365,365,True
1636,365,365,True
1637,365,365,True
1638,365,365,True
1639,365,365,True
1640,364,365,True
1641,365,365,True
1642,365,365,True
1643,364,365,True
1644,365,365,True
1645,364,365,True
1646,365,365,True
1647,364,365,True
1648,364,365,True
1649,364,365,True
1650,365,365,True
1651,364,365,True
1652,364,365,True
1653,365,365,True
1654,363,365,True
1655,364,365,True
1656,365,365,True
1657,364,365,True
1658,363,365,True
1659,365,365,True
1660,363,365,True
1661,362,365,True
1662,365,365,True
1663,362,365,True
1664,365,365,True
1665,362,365,True
1666,361,365,True
1667,365,365,True
1668,364,365,True
1669,363,365,True
1670,362,365,True
1671,365,365,True
1672,362,365,True
1673,365,365,True
1674,363,365,True
1675,363,365,True
1676,364,365,True
1677,364,365,True
1678,364,365,True
1679,365,365,True
1680,365,365,True
1681,365,365,True
1682,365,365,True
1683,363,365,True
1684,364,365,True
1685,362,365,True
1686,364,365,True
1687,364,365,True
1688,363,365,True
1689,365,365,True
1690,363,365,True
1691,365,365,True
1692,365,365,True
1693,365,365,True
1694,363,365,True
1695,363,365,True
1696,363,365,True
1697,365,365,True
1698,365,365,True
1699,365,365,True
1700,365,365,True
1701,362,365,True
1702,364,365,True
1703,365,365,True
1704,365,365,True
1705,364,365,True
1706,365,365,True
1707,365,365,True
1708,365,365,True
1709,363,365,True
1710,364,365,True
1711,364,365,True
1712,365,365,True
1713,363,365,True
1714,364,365,True
1715,365,365,True
1716,365,365,True
1717,361,365,True
1718,365,365,True
1719,364,365,True
1720,365,365,True
1721,364,365,True
1722,364,365,True
1723,363,365,True
1724,364,365,True
1725,365,365,True
1726,364,365,True
1727,364,365,True
1728,365,365,True
1729,364,365,True
1730,364,365,True
1731,363,365,True
1732,365,365,True
1733,363,365,True
1734,364,365,True
1735,364,365,True
1736,363,365,True
1737,364,365,True
1738,365,365,True
1739,363,365,True
1740,365,365,True
1741,365,365,True
1742,364,365,True
1743,365,365,True
1744,363,365,True
1745,364,365,True
1746,363,365,True
1747,365,365,True
1748,365,365,True
1749,363,365,True
1750,363,365,True
1751,364,365,True
1752,364,365,True
1753,364,365,True
1754,365,365,True
1755,365,365,True
1756,362,365,True
1757,364,365,True
1758,364,365,True
1759,365,365,True
1760,360,365,True
1761,364,365,True
1762,364,365,True
1763,364,365,True
1764,364,365,True
1765,365,365,True
1766,365,365,True
1767,365,365,True
1768,365,365,True
1769,365,365,True
1770,363,365,True
1771,364,365,True
1772,363,365,True
1773,364,365,True
1774,364,365,True
1775,363,365,True
1776,365,365,True
1777,364,365,True
1778,365,365,True
1779,363,365,True
1780,364,365,True
1781,364,365,True
1782,365,365,True
1783,364,365,True
1784,364,365,True
1785,363,365,True
1786,365,365,True
1787,365,365,True
1788,364,365,True
1789,361,365,True
1790,365,365,True
1791,364,365,True
1792,363,365,True
1793,365,365,True
1794,365,365,True
1795,363,365,True
1796,365,365,True
1797,363,365,True
1798,365,365,True
1799,365,365,True
1800,364,365,True
1801,364,365,True
1802,364,365,True
1803,363,365,True
1804,365,365,True
1805,364,365,True
1806,364,365,True
1807,363,365,True
1808,365,365,True
1809,364,365,True
1810,364,365,True
1811,364,365,True
1812,365,365,True
1813,364,365,True
1814,364,365,True
1815,363,365,True
1816,365,365,True
1817,364,365,True
1818,364,365,True
1819,362,365,True
1820,364,365,True
1821,364,365,True
1822,365,365,True
1823,365,365,True
1824,363,365,True
1825,361,365,True
1826,364,365,True
1827,364,365,True
1828,364,365,True
1829,364,365,True
1830,365,365,True
1831,365,365,True
1832,364,365,True
1833,365,365,True
1834,363,365,True
1835,361,365,True
1836,365,365,True
1837,365,365,True
1838,364,365,True
1839,363,365,True
1840,365,365,True
1841,365,365,True
1842,365,365,True
1843,363,365,True
1844,364,365,True
1845,363,365,True
1846,363,365,True
1847,362,365,True
1848,364,365,True
1849,363,365,True
1850,365,365,True
1851,365,365,True
1852,364,365,True
1853,364,365,True
1854,361,365,True
1855,363,365,True
1856,363,365,True
1857,365,365,True
1858,365,365,True
1859,364,365,True
1860,364,365,True
1861,364,365,True
1862,363,365,True
1863,365,365,True
1864,364,365,True
1865,362,365,True
1866,363,365,True
1867,361,365,True
1868,365,365,True
1869,363,365,True
1870,365,365,True
1871,364,365,True
1872,364,365,True
1873,364,365,True
1874,362,365,True
1875,365,365,True
1876,363,365,True
1877,365,365,True
1878,361,365,True
1879,363,365,True
1880,365,365,True
1881,364,365,True
1882,364,365,True
1883,365,365,True
1884,363,365,True
1885,364,365,True
1886,365,365,True
1887,364,365,True
1888,365,365,True
1889,365,365,True
1890,363,365,True
1891,363,365,True
1892,364,365,True
1893,364,365,True
1894,363,365,True
1895,361,365,True
1896,364,365,True
1897,365,365,True
1898,362,365,True
1899,364,365,True
1900,364,365,True
1901,364,365,True
1902,365,365,True
1903,364,365,True
1904,364,365,True
1905,365,365,True
1906,365,365,True
1907,364,365,True
1908,364,365,True
1909,364,365,True
1910,364,365,True
1911,365,365,True
1912,364,365,True
1913,364,365,True
1914,363,365,True
1915,365,365,True
1916,363,365,True
1917,364,365,True
1918,363,365,True
1919,365,365,True
1920,363,365,True
1921,365,365,True
1922,364,365,True
1923,365,365,True
1924,364,365,True
1925,365,365,True
1926,362,365,True
1927,364,365,True
1928,364,365,True
1929,363,365,True
1930,365,365,True
1931,361,365,True
1932,362,365,True
1933,362,365,True
1934,364,365,True
1935,364,365,True
1936,364,365,True
1937,365,365,True
1938,363,365,True
1939,363,365,True
1940,364,365,True
1941,365,365,True
1942,365,365,True
1943,365,365,True
1944,365,365,True
1945,364,365,True
1946,365,365,True
1947,364,365,True
1948,364,365,True
1949,362,365,True
1950,364,365,True
1951,365,365,True
1952,364,365,True
1953,365,365,True
1954,363,365,True
1955,364,365,True
1956,365,365,True
1957,362,365,True
1958,363,365,True
1959,365,365,True
1960,364,365,True
1961,365,365,True
1962,364,365,True
1963,364,365,True
1964,365,365,True
1965,363,365,True
1966,364,365,True
1967,364,365,True
1968,365,365,True
1969,365,365,True
1970,365,365,True
1971,363,365,True
1972,363,365,True
1973,364,365,True
1974,365,365,True
1975,365,365,True
1976,364,365,True
1977,363,365,True
1978,364,365,True
1979,364,365,True
1980,364,365,True
1981,363,365,True
1982,365,365,True
1983,365,365,True
1984,364,365,True
1985,364,365,True
1986,364,365,True
1987,363,365,True
1988,365,365,True
1989,363,365,True
1990,365,365,True
1991,363,365,True
1992,365,365,True
1993,364,365,True
1994,365,365,True
1995,362,365,True
1996,365,365,True
1997,365,365,True
1998,365,365,True
1999,365,365,True
2000,364,365,True
2001,363,365,True
2002,365,365,True
2003,365,365,True
2004,362,365,True
2005,364,365,True
2006,365,365,True
2007,363,365,True
2008,365,365,True
2009,363,365,True
2010,364,365,True
2011,363,365,True
2012,363,365,True
2013,362,365,True
2014,365,365,True
2015,362,365,True
2016,365,365,True
2017,363,365,True
2018,365,365,True
2019,365,365,True
2020,364,365,True
2021,363,365,True
2022,364,365,True
2023,363,365,True
2024,365,365,True
2025,365,365,True
2026,363,365,True
2027,365,365,True
2028,365,365,True
2029,364,365,True
2030,364,365,True
2031,363,365,True
2032,362,365,True
2033,363,365,True
2034,364,365,True
2035,365,365,True
2036,365,365,True
2037,364,365,True
2038,365,365,True
2039,364,365,True
2040,364,365,True
2041,365,365,True
2042,364,365,True
2043,365,365,True
2044,364,365,True
2045,365,365,True
2046,365,365,True
2047,365,365,True
2048,365,365,True
2049,364,365,True
2050,363,365,True
2051,365,365,True
2052,363,365,True
2053,365,365,True
2054,365,365,True
2055,365,365,True
2056,364,365,True
2057,364,365,True
2058,364,365,True
2059,365,365,True
2060,362,365,True
2061,363,365,True
2062,365,365,True
2063,364,365,True
2064,364,365,True
2065,363,365,True
2066,364,365,True
2067,364,365,True
2068,364,365,True
2069,363,365,True
2070,364,365,True
2071,365,365,True
2072,365,365,True
2073,363,365,True
2074,364,365,True
2075,365,365,True
2076,363,365,True
2077,362,365,True
2078,364,365,True
2079,364,365,True
2080,365,365,True
2081,363,365,True
2082,362,365,True
2083,364,365,True
2084,365,365,True
2085,365,365,True
2086,365,365,True
2087,365,365,True
2088,361,365,True
2089,364,365,True
2090,364,365,True
2091,364,365,True
2092,365,365,True
2093,365,365,True
2094,364,365,True
2095,364,365,True
2096,365,365,True
2097,364,365,True
2098,362,365,True
2099,363,365,True
2100,363,365,True
2101,361,365,True
2102,364,365,True
2103,365,365,True
2104,365,365,True
2105,365,365,True
2106,364,365,True
2107,365,365,True
2108,365,365,True
2109,361,365,True
2110,365,365,True
2111,364,365,True
2112,364,365,True
2113,364,365,True
2114,362,365,True
2115,365,365,True
2116,364,365,True
2117,364,365,True
2118,361,365,True
2119,364,365,True
2120,361,365,True
2121,362,365,True
2122,361,365,True
2123,363,365,True
2124,364,365,True
2125,365,365,True
2126,365,365,True
2127,365,365,True
2128,363,365,True
2129,364,365,True
2130,365,365,True
2131,363,365,True
2132,365,365,True
2133,362,365,True
2134,365,365,True
2135,365,365,True
2136,364,365,True
2137,365,365,True
2138,363,365,True
2139,362,365,True
2140,365,365,True
2141,361,365,True
2142,363,365,True
2143,361,365,True
2144,364,365,True
2145,363,365,True
2146,363,365,True
2147,363,365,True
2148,363,365,True
2149,363,365,True
2150,363,365,True
2151,365,365,True
2152,365,365,True
2153,363,365,True
2154,365,365,True
2155,364,365,True
2156,363,365,True
2157,364,365,True
2158,362,365,True
2159,365,365,True
2160,364,365,True
2161,365,365,True
2162,363,365,True
2163,363,365,True
2164,362,365,True
2165,364,365,True
2166,365,365,True
2167,363,365,True
2168,364,365,True
2169,364,365,True
2170,365,365,True
2171,365,365,True
2172,365,365,True
2173,364,365,True
2174,363,365,True
2175,365,365,True
2176,365,365,True
2177,365,365,True
2178,365,365,True
2179,362,365,True
2180,364,365,True
2181,364,365,True
2182,364,365,True
2183,365,365,True
2184,365,365,True
2185,364,365,True
2186,363,365,True
2187,363,365,True
2188,363,365,True
2189,363,365,True
2190,364,365,True
2191,363,365,True
2192,364,365,True
2193,365,365,True
2194,365,365,True
2195,362,365,True
2196,364,365,True
2197,363,365,True
2198,362,365,True
2199,365,365,True
2200,364,365,True
2201,365,365,True
2202,363,365,True
2203,365,365,True
2204,364,365,True
2205,365,365,True
2206,365,365,True
2207,364,365,True
2208,363,365,True
2209,364,365,True
2210,364,365,True
2211,363,365,True
2212,364,365,True
2213,364,365,True
2214,363,365,True
2215,365,365,True
2216,365,365,True
2217,364,365,True
2218,364,365,True
2219,363,365,True
2220,364,365,True
2221,364,365,True
2222,361,365,True
2223,362,365,True
2224,363,365,True
2225,363,365,True
2226,364,365,True
2227,364,365,True
2228,365,365,True
2229,364,365,True
2230,362,365,True
2231,364,365,True
2232,365,365,True
2233,364,365,True
2234,364,365,True
2235,365,365,True
2236,363,365,True
2237,363,365,True
2238,365,365,True
2239,364,365,True
2240,363,365,True
2241,365,365,True
2242,365,365,True
2243,365,365,True
2244,362,365,True
2245,365,365,True
2246,365,365,True
2247,365,365,True
2248,365,365,True
2249,365,365,True
2250,364,365,True
2251,364,365,True
2252,364,365,True
2253,364,365,True
2254,365,365,True
2255,365,365,True
2256,363,365,True
2257,360,365,True
2258,365,365,True
2259,363,365,True
2260,363,365,True
2261,365,365,True
2262,365,365,True
2263,365,365,True
2264,363,365,True
2265,364,365,True
2266,365,365,True
2267,364,365,True
2268,364,365,True
2269,364,365,True
2270,363,365,True
2271,365,365,True
2272,363,365,True
2273,365,365,True
2274,364,365,True
2275,365,365,True
2276,365,365,True
2277,365,365,True
2278,364,365,True
2279,364,365,True
2280,365,365,True
2281,363,365,True
2282,364,365,True
2283,362,365,True
2284,364,365,True
2285,363,365,True
2286,364,365,True
2287,362,365,True
2288,363,365,True
2289,363,365,True
2290,364,365,True
2291,364,365,True
2292,364,365,True
2293,363,365,True
2294,361,365,True
2295,363,365,True
2296,361,365,True
2297,364,365,True
2298,363,365,True
2299,364,365,True
2300,364,365,True
2301,364,365,True
2302,363,365,True
2303,364,365,True
2304,364,365,True
2305,365,365,True
2306,365,365,True
2307,364,365,True
2308,363,365,True
2309,364,365,True
2310,364,365,True
2311,364,365,True
2312,364,365,True
2313,364,365,True
2314,363,365,True
2315,364,365,True
2316,364,365,True
2317,363,365,True
2318,363,365,True
2319,364,365,True
2320,364,365,True
2321,365,365,True
2322,365,365,True
2323,365,365,True
2324,365,365,True
2325,363,365,True
2326,364,365,True
2327,364,365,True
2328,363,365,True
2329,362,365,True
2330,364,365,True
2331,365,365,True
2332,363,365,True
2333,362,365,True
2334,363,365,True
2335,361,365,True
2336,365,365,True
2337,364,365,True
2338,360,365,True
2339,364,365,True
2340,364,365,True
2341,365,365,True
2342,364,365,True
2343,365,365,True
2344,364,365,True
2345,361,365,True
2346,363,365,True
2347,364,365,True
2348,365,365,True
2349,364,365,True
2350,362,365,True
2351,364,365,True
2352,363,365,True
2353,364,365,True
2354,363,365,True
2355,362,365,True
2356,360,365,True
2357,364,365,True
2358,364,365,True
2359,364,365,True
2360,363,365,True
2361,364,365,True
2362,365,365,True
2363,362,365,True
2364,364,365,True
2365,365,365,True
2366,365,365,True
2367,364,365,True
2368,365,365,True
2369,364,365,True
2370,364,365,True
2371,364,365,True
2372,365,365,True
2373,365,365,True
2374,364,365,True
2375,364,365,True
2376,365,365,True
2377,364,365,True
2378,364,365,True
2379,365,365,True
2380,364,365,True
2381,365,365,True
2382,365,365,True
2383,364,365,True
2384,362,365,True
2385,363,365,True
2386,365,365,True
2387,363,365,True
2388,364,365,True
2389,363,365,True
2390,365,365,True
2391,365,365,True
2392,364,365,True
2393,365,365,True
2394,365,365,True
2395,365,365,True
2396,365,365,True
2397,364,365,True
2398,365,365,True
2399,363,365,True
2400,363,365,True
2401,364,365,True
2402,364,365,True
2403,364,365,True
2404,365,365,True
2405,361,365,True
2406,363,365,True
2407,364,365,True
2408,364,365,True
2409,365,365,True
2410,365,365,True
2411,364,365,True
2412,364,365,True
2413,364,365,True
2414,364,365,True
2415,364,365,True
2416,364,365,True
2417,363,365,True
2418,363,365,True
2419,364,365,True
2420,365,365,True
2421,364,365,True
2422,363,365,True
2423,365,365,True
2424,364,365,True
2425,360,365,True
2426,364,365,True
2427,365,365,True
2428,364,365,True
2429,365,365,True
2430,365,365,True
2431,364,365,True
2432,363,365,True
2433,363,365,True
2434,365,365,True
2435,364,365,True
2436,364,365,True
2437,364,365,True
2438,365,365,True
2439,364,365,True
2440,364,365,True
2441,365,365,True
2442,364,365,True
2443,363,365,True
2444,364,365,True
2445,365,365,True
2446,365,365,True
2447,365,365,True
2448,364,365,True
2449,364,365,True
2450,362,365,True
2451,365,365,True
2452,364,365,True
2453,361,365,True
2454,364,365,True
2455,362,365,True
2456,363,365,True
2457,363,365,True
2458,364,365,True
2459,362,365,True
2460,363,365,True
2461,363,365,True
2462,364,365,True
2463,364,365,True
2464,365,365,True
2465,364,365,True
2466,364,365,True
2467,364,365,True
2468,364,365,True
2469,362,365,True
2470,365,365,True
2471,364,365,True
2472,364,365,True
2473,363,365,True
2474,364,365,True
2475,364,365,True
2476,365,365,True
2477,364,365,True
2478,364,365,True
2479,365,365,True
2480,365,365,True
2481,363,365,True
2482,365,365,True
2483,365,365,True
2484,363,365,True
2485,364,365,True
2486,365,365,True
2487,364,365,True
2488,363,365,True
2489,362,365,True
2490,365,365,True
2491,364,365,True
2492,364,365,True
2493,365,365,True
2494,365,365,True
2495,365,365,True
2496,364,365,True
2497,362,365,True
2498,364,365,True
2499,363,365,True
2500,362,365,True
2501,363,365,True
2502,365,365,True
2503,364,365,True
2504,360,365,True
2505,364,365,True
2506,364,365,True
2507,365,365,True
2508,364,365,True
2509,364,365,True
2510,365,365,True
2511,365,365,True
2512,365,365,True
2513,363,365,True
2514,364,365,True
2515,364,365,True
2516,365,365,True
2517,365,365,True
2518,363,365,True
2519,365,365,True
2520,363,365,True
2521,363,365,True
2522,363,365,True
2523,364,365,True
2524,363,365,True
2525,365,365,True
2526,364,365,True
2527,361,365,True
2528,363,365,True
2529,365,365,True
2530,363,365,True
2531,364,365,True
2532,364,365,True
2533,364,365,True
2534,365,365,True
2535,365,365,True
2536,365,365,True
2537,365,365,True
2538,359,365,True
2539,364,365,True
2540,365,365,True
2541,364,365,True
2542,363,365,True
2543,365,365,True
2544,364,365,True
2545,362,365,True
2546,364,365,True
2547,364,365,True
2548,364,365,True
2549,365,365,True
