timestamp,severidad,mensaje,item_id,supplier_id
2025-09-19 15:42:02.689714,CRIT,Sin sustitutos disponibles para item 8439,8439,
2025-09-19 15:42:02.689715,CRIT,Sin sustitutos disponibles para item 8440,8440,
2025-09-19 15:42:02.689715,CRIT,Sin sustitutos disponibles para item 8447,8447,
2025-09-19 15:42:02.689716,CRIT,Sin sustitutos disponibles para item 8449,8449,
2025-09-19 15:42:02.689717,CRIT,Sin sustitutos disponibles para item 8458,8458,
2025-09-19 15:42:02.689718,CRIT,Sin sustitutos disponibles para item 8460,8460,
2025-09-19 15:42:02.689719,CRIT,Sin sustitutos disponibles para item 8462,8462,
2025-09-19 15:42:02.689720,CRIT,Sin sustitutos disponibles para item 8470,8470,
2025-09-19 15:42:02.689722,CRIT,Sin sustitutos disponibles para item 8472,8472,
2025-09-19 15:42:02.689723,CRIT,Sin sustitutos disponibles para item 8474,8474,
2025-09-19 15:42:02.689723,CRIT,Sin sustitutos disponibles para item 8475,8475,
2025-09-19 15:42:02.689724,CRIT,Sin sustitutos disponibles para item 8476,8476,
2025-09-19 15:42:02.689725,CRIT,Sin sustitutos disponibles para item 8480,8480,
2025-09-19 15:42:02.689727,CRIT,Sin sustitutos disponibles para item 8485,8485,
2025-09-19 15:42:02.689730,CRIT,Sin sustitutos disponibles para item 8488,8488,
2025-09-19 15:42:02.689731,CRIT,Sin sustitutos disponibles para item 8497,8497,
2025-09-19 15:42:02.689733,CRIT,Sin sustitutos disponibles para item 8506,8506,
2025-09-19 15:42:02.689733,CRIT,Sin sustitutos disponibles para item 8507,8507,
2025-09-19 15:42:02.689734,CRIT,Sin sustitutos disponibles para item 8516,8516,
2025-09-19 15:42:02.689736,CRIT,Sin sustitutos disponibles para item 8543,8543,
2025-09-19 15:42:02.689738,CRIT,Sin sustitutos disponibles para item 8549,8549,
2025-09-19 15:42:02.689739,CRIT,Sin sustitutos disponibles para item 8552,8552,
2025-09-19 15:42:02.689740,CRIT,Sin sustitutos disponibles para item 8554,8554,
2025-09-19 15:42:02.689741,CRIT,Sin sustitutos disponibles para item 8556,8556,
2025-09-19 15:42:02.689742,CRIT,Sin sustitutos disponibles para item 8557,8557,
2025-09-19 15:42:02.689743,CRIT,Sin sustitutos disponibles para item 8558,8558,
2025-09-19 15:42:02.689743,CRIT,Sin sustitutos disponibles para item 8568,8568,
2025-09-19 15:42:02.689745,CRIT,Sin sustitutos disponibles para item 8570,8570,
2025-09-19 15:42:02.689746,CRIT,Sin sustitutos disponibles para item 8574,8574,
2025-09-19 15:42:02.689747,CRIT,Sin sustitutos disponibles para item 8577,8577,
2025-09-19 15:42:02.689748,CRIT,Sin sustitutos disponibles para item 8584,8584,
2025-09-19 15:42:02.689749,CRIT,Sin sustitutos disponibles para item 8589,8589,
2025-09-19 15:42:02.689750,CRIT,Sin sustitutos disponibles para item 8596,8596,
2025-09-19 15:42:02.689750,CRIT,Sin sustitutos disponibles para item 8603,8603,
2025-09-19 15:42:02.689752,CRIT,Sin sustitutos disponibles para item 8604,8604,
2025-09-19 15:42:02.689752,CRIT,Sin sustitutos disponibles para item 8606,8606,
2025-09-19 15:42:02.689753,CRIT,Sin sustitutos disponibles para item 8616,8616,
2025-09-19 15:42:02.689754,CRIT,Sin sustitutos disponibles para item 8618,8618,
2025-09-19 15:42:02.689755,CRIT,Sin sustitutos disponibles para item 8620,8620,
2025-09-19 15:42:02.689757,CRIT,Sin sustitutos disponibles para item 8642,8642,
2025-09-19 15:42:02.689757,CRIT,Sin sustitutos disponibles para item 8645,8645,
2025-09-19 15:42:02.689758,CRIT,Sin sustitutos disponibles para item 8696,8696,
2025-09-19 15:42:02.689759,CRIT,Sin sustitutos disponibles para item 8707,8707,
2025-09-19 15:42:02.689761,CRIT,Sin sustitutos disponibles para item 8718,8718,
2025-09-19 15:42:02.689761,CRIT,Sin sustitutos disponibles para item 8730,8730,
2025-09-19 15:42:02.689762,CRIT,Sin sustitutos disponibles para item 8731,8731,
2025-09-19 15:42:02.689762,CRIT,Sin sustitutos disponibles para item 8803,8803,
2025-09-19 15:42:02.689763,CRIT,Sin sustitutos disponibles para item 8804,8804,
2025-09-19 15:42:02.689764,CRIT,Sin sustitutos disponibles para item 8805,8805,
2025-09-19 15:42:02.689765,CRIT,Sin sustitutos disponibles para item 8806,8806,
2025-09-19 15:42:02.689767,CRIT,Sin sustitutos disponibles para item 8807,8807,
2025-09-19 15:42:02.689769,CRIT,Sin sustitutos disponibles para item 8815,8815,
2025-09-19 15:42:02.689769,CRIT,Sin sustitutos disponibles para item 8820,8820,
2025-09-19 15:42:02.689770,CRIT,Sin sustitutos disponibles para item 8829,8829,
2025-09-19 15:42:02.689770,CRIT,Sin sustitutos disponibles para item 8834,8834,
2025-09-19 15:42:02.689771,CRIT,Sin sustitutos disponibles para item 8841,8841,
2025-09-19 15:42:02.689772,CRIT,Sin sustitutos disponibles para item 8843,8843,
2025-09-19 15:42:02.689772,CRIT,Sin sustitutos disponibles para item 8844,8844,
2025-09-19 15:42:02.689773,CRIT,Sin sustitutos disponibles para item 8845,8845,
2025-09-19 15:42:02.689774,CRIT,Sin sustitutos disponibles para item 8846,8846,
2025-09-19 15:42:02.689774,CRIT,Sin sustitutos disponibles para item 8848,8848,
2025-09-19 15:42:02.689775,CRIT,Sin sustitutos disponibles para item 8849,8849,
2025-09-19 15:42:02.689775,CRIT,Sin sustitutos disponibles para item 8852,8852,
2025-09-19 15:42:02.689777,CRIT,Sin sustitutos disponibles para item 8854,8854,
2025-09-19 15:42:02.689777,CRIT,Sin sustitutos disponibles para item 8855,8855,
2025-09-19 15:42:02.689778,CRIT,Sin sustitutos disponibles para item 8856,8856,
2025-09-19 15:42:02.689779,CRIT,Sin sustitutos disponibles para item 8859,8859,
2025-09-19 15:42:02.689779,CRIT,Sin sustitutos disponibles para item 8860,8860,
2025-09-19 15:42:02.689780,CRIT,Sin sustitutos disponibles para item 8864,8864,
2025-09-19 15:42:02.689781,CRIT,Sin sustitutos disponibles para item 8869,8869,
2025-09-19 15:42:02.689782,CRIT,Sin sustitutos disponibles para item 8872,8872,
2025-09-19 15:42:02.689782,CRIT,Sin sustitutos disponibles para item 8873,8873,
2025-09-19 15:42:02.689783,CRIT,Sin sustitutos disponibles para item 8874,8874,
2025-09-19 15:42:02.689784,CRIT,Sin sustitutos disponibles para item 8878,8878,
2025-09-19 15:42:02.689784,CRIT,Sin sustitutos disponibles para item 8882,8882,
2025-09-19 15:42:02.689785,CRIT,Sin sustitutos disponibles para item 8883,8883,
2025-09-19 15:42:02.689785,CRIT,Sin sustitutos disponibles para item 8884,8884,
2025-09-19 15:42:02.689786,CRIT,Sin sustitutos disponibles para item 8887,8887,
2025-09-19 15:42:02.689786,CRIT,Sin sustitutos disponibles para item 8888,8888,
2025-09-19 15:42:02.689787,CRIT,Sin sustitutos disponibles para item 8897,8897,
2025-09-19 15:42:02.689788,CRIT,Sin sustitutos disponibles para item 8900,8900,
2025-09-19 15:42:02.689788,CRIT,Sin sustitutos disponibles para item 8903,8903,
2025-09-19 15:42:02.689789,CRIT,Sin sustitutos disponibles para item 8906,8906,
2025-09-19 15:42:02.689789,CRIT,Sin sustitutos disponibles para item 8908,8908,
2025-09-19 15:42:02.689790,CRIT,Sin sustitutos disponibles para item 8909,8909,
2025-09-19 15:42:02.689791,CRIT,Sin sustitutos disponibles para item 8919,8919,
2025-09-19 15:42:02.689791,CRIT,Sin sustitutos disponibles para item 8922,8922,
2025-09-19 15:42:02.689792,CRIT,Sin sustitutos disponibles para item 8937,8937,
2025-09-19 15:42:02.689792,CRIT,Sin sustitutos disponibles para item 8940,8940,
2025-09-19 15:42:02.689793,CRIT,Sin sustitutos disponibles para item 8943,8943,
2025-09-19 15:42:02.689793,CRIT,Sin sustitutos disponibles para item 8944,8944,
2025-09-19 15:42:02.689794,CRIT,Sin sustitutos disponibles para item 8946,8946,
2025-09-19 15:42:02.689794,CRIT,Sin sustitutos disponibles para item 8947,8947,
2025-09-19 15:42:02.689796,CRIT,Sin sustitutos disponibles para item 8950,8950,
2025-09-19 15:42:02.689801,CRIT,Sin sustitutos disponibles para item 8960,8960,
2025-09-19 15:42:02.689802,CRIT,Sin sustitutos disponibles para item 8961,8961,
2025-09-19 15:42:02.689803,CRIT,Sin sustitutos disponibles para item 8962,8962,
2025-09-19 15:42:02.689803,CRIT,Sin sustitutos disponibles para item 8968,8968,
2025-09-19 15:42:02.689804,CRIT,Sin sustitutos disponibles para item 8969,8969,
2025-09-19 15:42:02.689804,CRIT,Sin sustitutos disponibles para item 8977,8977,
2025-09-19 15:42:02.689805,CRIT,Sin sustitutos disponibles para item 8981,8981,
2025-09-19 15:42:02.689805,CRIT,Sin sustitutos disponibles para item 8983,8983,
2025-09-19 15:42:02.689806,CRIT,Sin sustitutos disponibles para item 8996,8996,
2025-09-19 15:42:02.689806,CRIT,Sin sustitutos disponibles para item 8998,8998,
2025-09-19 15:42:02.689807,CRIT,Sin sustitutos disponibles para item 9006,9006,
2025-09-19 15:42:02.689808,CRIT,Sin sustitutos disponibles para item 9012,9012,
2025-09-19 15:42:02.689808,CRIT,Sin sustitutos disponibles para item 9022,9022,
2025-09-19 15:42:02.689809,CRIT,Sin sustitutos disponibles para item 9024,9024,
2025-09-19 15:42:02.689810,CRIT,Sin sustitutos disponibles para item 9032,9032,
2025-09-19 15:42:02.689811,CRIT,Sin sustitutos disponibles para item 9034,9034,
2025-09-19 15:42:02.689811,CRIT,Sin sustitutos disponibles para item 9036,9036,
2025-09-19 15:42:02.689813,CRIT,Sin sustitutos disponibles para item 9040,9040,
2025-09-19 15:42:02.689814,CRIT,Sin sustitutos disponibles para item 9044,9044,
2025-09-19 15:42:02.689815,CRIT,Sin sustitutos disponibles para item 9048,9048,
2025-09-19 15:42:02.689816,CRIT,Sin sustitutos disponibles para item 9061,9061,
2025-09-19 15:42:02.689817,CRIT,Sin sustitutos disponibles para item 9065,9065,
2025-09-19 15:42:02.689818,CRIT,Sin sustitutos disponibles para item 9068,9068,
2025-09-19 15:42:02.689819,CRIT,Sin sustitutos disponibles para item 9072,9072,
2025-09-19 15:42:02.689820,CRIT,Sin sustitutos disponibles para item 9075,9075,
2025-09-19 15:42:02.689821,CRIT,Sin sustitutos disponibles para item 9082,9082,
2025-09-19 15:42:02.689822,CRIT,Sin sustitutos disponibles para item 9099,9099,
2025-09-19 15:42:02.689825,CRIT,Sin sustitutos disponibles para item 9130,9130,
2025-09-19 15:42:02.689829,CRIT,Sin sustitutos disponibles para item 9180,9180,
2025-09-19 15:42:02.689830,CRIT,Sin sustitutos disponibles para item 9181,9181,
2025-09-19 15:42:02.689830,CRIT,Sin sustitutos disponibles para item 9183,9183,
2025-09-19 15:42:02.689831,CRIT,Sin sustitutos disponibles para item 9185,9185,
2025-09-19 15:42:02.689832,CRIT,Sin sustitutos disponibles para item 9187,9187,
2025-09-19 15:42:02.689833,CRIT,Sin sustitutos disponibles para item 9190,9190,
2025-09-19 15:42:02.689834,CRIT,Sin sustitutos disponibles para item 9192,9192,
2025-09-19 15:42:02.689834,CRIT,Sin sustitutos disponibles para item 9194,9194,
2025-09-19 15:42:02.689835,CRIT,Sin sustitutos disponibles para item 9201,9201,
2025-09-19 15:42:02.689836,CRIT,Sin sustitutos disponibles para item 9202,9202,
2025-09-19 15:42:02.689837,CRIT,Sin sustitutos disponibles para item 9222,9222,
2025-09-19 15:42:02.689839,CRIT,Sin sustitutos disponibles para item 9235,9235,
2025-09-19 15:42:02.689840,CRIT,Sin sustitutos disponibles para item 9253,9253,
2025-09-19 15:42:02.689841,CRIT,Sin sustitutos disponibles para item 9254,9254,
2025-09-19 15:42:02.689842,CRIT,Sin sustitutos disponibles para item 9255,9255,
2025-09-19 15:42:02.689843,CRIT,Sin sustitutos disponibles para item 9259,9259,
2025-09-19 15:42:02.689845,CRIT,Sin sustitutos disponibles para item 9263,9263,
2025-09-19 15:42:02.689846,CRIT,Sin sustitutos disponibles para item 9269,9269,
2025-09-19 15:42:02.689847,CRIT,Sin sustitutos disponibles para item 9289,9289,
2025-09-19 15:42:02.689848,CRIT,Sin sustitutos disponibles para item 9293,9293,
2025-09-19 15:42:02.689850,CRIT,Sin sustitutos disponibles para item 9294,9294,
2025-09-19 15:42:02.689850,CRIT,Sin sustitutos disponibles para item 9302,9302,
2025-09-19 15:42:02.689851,CRIT,Sin sustitutos disponibles para item 9304,9304,
2025-09-19 15:42:02.689852,CRIT,Sin sustitutos disponibles para item 9305,9305,
2025-09-19 15:42:02.689853,CRIT,Sin sustitutos disponibles para item 1147,1147,
2025-09-19 15:42:02.689855,CRIT,Sin sustitutos disponibles para item 1150,1150,
2025-09-19 15:42:02.689856,CRIT,Sin sustitutos disponibles para item 1152,1152,
2025-09-19 15:42:02.689857,CRIT,Sin sustitutos disponibles para item 1155,1155,
2025-09-19 15:42:02.689859,CRIT,Sin sustitutos disponibles para item 1157,1157,
2025-09-19 15:42:02.689860,CRIT,Sin sustitutos disponibles para item 9350,9350,
2025-09-19 15:42:02.689861,CRIT,Sin sustitutos disponibles para item 1159,1159,
2025-09-19 15:42:02.689863,CRIT,Sin sustitutos disponibles para item 9353,9353,
2025-09-19 15:42:02.689864,CRIT,Sin sustitutos disponibles para item 9357,9357,
2025-09-19 15:42:02.689865,CRIT,Sin sustitutos disponibles para item 9359,9359,
2025-09-19 15:42:02.689866,CRIT,Sin sustitutos disponibles para item 9360,9360,
2025-09-19 15:42:02.689867,CRIT,Sin sustitutos disponibles para item 9364,9364,
2025-09-19 15:42:02.689868,CRIT,Sin sustitutos disponibles para item 9366,9366,
2025-09-19 15:42:02.689869,CRIT,Sin sustitutos disponibles para item 1174,1174,
2025-09-19 15:42:02.689870,CRIT,Sin sustitutos disponibles para item 9368,9368,
2025-09-19 15:42:02.689871,CRIT,Sin sustitutos disponibles para item 1176,1176,
2025-09-19 15:42:02.689872,CRIT,Sin sustitutos disponibles para item 9371,9371,
2025-09-19 15:42:02.689874,CRIT,Sin sustitutos disponibles para item 1181,1181,
2025-09-19 15:42:02.689874,CRIT,Sin sustitutos disponibles para item 9374,9374,
2025-09-19 15:42:02.689875,CRIT,Sin sustitutos disponibles para item 1183,1183,
2025-09-19 15:42:02.689876,CRIT,Sin sustitutos disponibles para item 1184,1184,
2025-09-19 15:42:02.689877,CRIT,Sin sustitutos disponibles para item 9377,9377,
2025-09-19 15:42:02.689878,CRIT,Sin sustitutos disponibles para item 9379,9379,
2025-09-19 15:42:02.689881,CRIT,Sin sustitutos disponibles para item 1187,1187,
2025-09-19 15:42:02.689882,CRIT,Sin sustitutos disponibles para item 9381,9381,
2025-09-19 15:42:02.689883,CRIT,Sin sustitutos disponibles para item 1188,1188,
2025-09-19 15:42:02.689885,CRIT,Sin sustitutos disponibles para item 1194,1194,
2025-09-19 15:42:02.689886,CRIT,Sin sustitutos disponibles para item 9387,9387,
2025-09-19 15:42:02.689888,CRIT,Sin sustitutos disponibles para item 9389,9389,
2025-09-19 15:42:02.689889,CRIT,Sin sustitutos disponibles para item 1197,1197,
2025-09-19 15:42:02.689890,CRIT,Sin sustitutos disponibles para item 1199,1199,
2025-09-19 15:42:02.689891,CRIT,Sin sustitutos disponibles para item 1201,1201,
2025-09-19 15:42:02.689892,CRIT,Sin sustitutos disponibles para item 9395,9395,
2025-09-19 15:42:02.689894,CRIT,Sin sustitutos disponibles para item 1204,1204,
2025-09-19 15:42:02.689895,CRIT,Sin sustitutos disponibles para item 1206,1206,
2025-09-19 15:42:02.689896,CRIT,Sin sustitutos disponibles para item 1207,1207,
2025-09-19 15:42:02.689897,CRIT,Sin sustitutos disponibles para item 1210,1210,
2025-09-19 15:42:02.689897,CRIT,Sin sustitutos disponibles para item 1215,1215,
2025-09-19 15:42:02.689899,CRIT,Sin sustitutos disponibles para item 9407,9407,
2025-09-19 15:42:02.689900,CRIT,Sin sustitutos disponibles para item 1221,1221,
2025-09-19 15:42:02.689900,CRIT,Sin sustitutos disponibles para item 1222,1222,
2025-09-19 15:42:02.689902,CRIT,Sin sustitutos disponibles para item 9415,9415,
2025-09-19 15:42:02.689903,CRIT,Sin sustitutos disponibles para item 9416,9416,
2025-09-19 15:42:02.689905,CRIT,Sin sustitutos disponibles para item 1225,1225,
2025-09-19 15:42:02.689907,CRIT,Sin sustitutos disponibles para item 9420,9420,
2025-09-19 15:42:02.689908,CRIT,Sin sustitutos disponibles para item 1229,1229,
2025-09-19 15:42:02.689908,CRIT,Sin sustitutos disponibles para item 9423,9423,
2025-09-19 15:42:02.689909,CRIT,Sin sustitutos disponibles para item 9425,9425,
2025-09-19 15:42:02.689910,CRIT,Sin sustitutos disponibles para item 9426,9426,
2025-09-19 15:42:02.689911,CRIT,Sin sustitutos disponibles para item 9456,9456,
2025-09-19 15:42:02.689912,CRIT,Sin sustitutos disponibles para item 9460,9460,
2025-09-19 15:42:02.689913,CRIT,Sin sustitutos disponibles para item 9462,9462,
2025-09-19 15:42:02.689913,CRIT,Sin sustitutos disponibles para item 9464,9464,
2025-09-19 15:42:02.689915,CRIT,Sin sustitutos disponibles para item 9467,9467,
2025-09-19 15:42:02.689916,CRIT,Sin sustitutos disponibles para item 9471,9471,
2025-09-19 15:42:02.689916,CRIT,Sin sustitutos disponibles para item 9482,9482,
2025-09-19 15:42:02.689917,CRIT,Sin sustitutos disponibles para item 9486,9486,
2025-09-19 15:42:02.689918,CRIT,Sin sustitutos disponibles para item 9490,9490,
2025-09-19 15:42:02.689919,CRIT,Sin sustitutos disponibles para item 9493,9493,
2025-09-19 15:42:02.689920,CRIT,Sin sustitutos disponibles para item 9494,9494,
2025-09-19 15:42:02.689920,CRIT,Sin sustitutos disponibles para item 9518,9518,
2025-09-19 15:42:02.689921,CRIT,Sin sustitutos disponibles para item 9527,9527,
2025-09-19 15:42:02.689921,CRIT,Sin sustitutos disponibles para item 9528,9528,
2025-09-19 15:42:02.689922,CRIT,Sin sustitutos disponibles para item 9550,9550,
2025-09-19 15:42:02.689923,CRIT,Sin sustitutos disponibles para item 9551,9551,
2025-09-19 15:42:02.689923,CRIT,Sin sustitutos disponibles para item 9552,9552,
2025-09-19 15:42:02.689924,CRIT,Sin sustitutos disponibles para item 9553,9553,
2025-09-19 15:42:02.689925,CRIT,Sin sustitutos disponibles para item 9567,9567,
2025-09-19 15:42:02.689926,CRIT,Sin sustitutos disponibles para item 1385,1385,
2025-09-19 15:42:02.689927,CRIT,Sin sustitutos disponibles para item 1389,1389,
2025-09-19 15:42:02.689928,CRIT,Sin sustitutos disponibles para item 1390,1390,
2025-09-19 15:42:02.689929,CRIT,Sin sustitutos disponibles para item 1392,1392,
2025-09-19 15:42:02.689930,CRIT,Sin sustitutos disponibles para item 1395,1395,
2025-09-19 15:42:02.689931,CRIT,Sin sustitutos disponibles para item 9589,9589,
2025-09-19 15:42:02.689932,CRIT,Sin sustitutos disponibles para item 9592,9592,
2025-09-19 15:42:02.689933,CRIT,Sin sustitutos disponibles para item 9594,9594,
2025-09-19 15:42:02.689934,CRIT,Sin sustitutos disponibles para item 1403,1403,
2025-09-19 15:42:02.689934,CRIT,Sin sustitutos disponibles para item 1404,1404,
2025-09-19 15:42:02.689935,CRIT,Sin sustitutos disponibles para item 9597,9597,
2025-09-19 15:42:02.689936,CRIT,Sin sustitutos disponibles para item 9599,9599,
2025-09-19 15:42:02.689936,CRIT,Sin sustitutos disponibles para item 9601,9601,
2025-09-19 15:42:02.689938,CRIT,Sin sustitutos disponibles para item 1410,1410,
2025-09-19 15:42:02.689940,CRIT,Sin sustitutos disponibles para item 9602,9602,
2025-09-19 15:42:02.689941,CRIT,Sin sustitutos disponibles para item 1412,1412,
2025-09-19 15:42:02.689944,CRIT,Sin sustitutos disponibles para item 1413,1413,
2025-09-19 15:42:02.689945,CRIT,Sin sustitutos disponibles para item 9605,9605,
2025-09-19 15:42:02.689946,CRIT,Sin sustitutos disponibles para item 1416,1416,
2025-09-19 15:42:02.689948,CRIT,Sin sustitutos disponibles para item 9608,9608,
2025-09-19 15:42:02.689950,CRIT,Sin sustitutos disponibles para item 1418,1418,
2025-09-19 15:42:02.689951,CRIT,Sin sustitutos disponibles para item 1419,1419,
2025-09-19 15:42:02.689952,CRIT,Sin sustitutos disponibles para item 1420,1420,
2025-09-19 15:42:02.689953,CRIT,Sin sustitutos disponibles para item 9610,9610,
2025-09-19 15:42:02.689954,CRIT,Sin sustitutos disponibles para item 1422,1422,
2025-09-19 15:42:02.689954,CRIT,Sin sustitutos disponibles para item 9612,9612,
2025-09-19 15:42:02.689955,CRIT,Sin sustitutos disponibles para item 9613,9613,
2025-09-19 15:42:02.689957,CRIT,Sin sustitutos disponibles para item 9614,9614,
2025-09-19 15:42:02.689958,CRIT,Sin sustitutos disponibles para item 9616,9616,
2025-09-19 15:42:02.689959,CRIT,Sin sustitutos disponibles para item 9617,9617,
2025-09-19 15:42:02.689960,CRIT,Sin sustitutos disponibles para item 9619,9619,
