order_id,item_id,motivo,qty_sugerida,precio,importe,supplier_name,Product_ID,Nombre,Cantidad_pedir
PO_NA_20250921_122918,1594.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1605.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1608.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1613.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1614.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1620.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1623.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1628.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1652.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1654.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1658.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1660.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1661.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1663.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1665.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1666.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1669.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1670.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1672.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1674.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1675.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1685.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1690.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1695.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1696.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1701.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1705.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1713.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1717.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1723.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1726.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1727.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1733.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1734.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1736.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1739.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1744.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1749.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1750.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1756.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1760.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1762.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1764.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1770.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1771.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1772.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1773.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1774.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1775.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1777.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1779.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1780.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1781.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1783.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1785.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1788.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1789.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1791.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1792.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1795.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1797.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1809.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1810.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1811.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1815.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1817.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1818.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1819.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1824.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1825.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1862.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1865.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1866.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1867.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1869.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1872.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1873.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1874.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1876.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1878.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1879.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1882.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1884.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1890.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1891.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1892.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1893.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1894.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1895.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1896.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1912.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1913.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1914.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1916.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1917.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1918.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1920.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1926.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1927.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1928.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1929.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1931.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1932.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1933.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1938.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1939.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1947.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1948.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1949.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1950.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1952.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1965.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1981.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1993.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,1995.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2001.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2004.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2005.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2009.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2011.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2052.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2057.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2061.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2063.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2064.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2065.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2069.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2112.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2113.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2114.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2116.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2117.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2118.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2120.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2121.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2122.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2123.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2124.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2128.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2131.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2133.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2147.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2150.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2164.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2167.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2179.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2191.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2192.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2195.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2197.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2198.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2200.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2202.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2209.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2214.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2217.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2218.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2222.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2223.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2224.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2225.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2230.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2236.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2237.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2240.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2244.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2253.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2256.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2257.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2259.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2260.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2264.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2270.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2272.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2278.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2281.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2283.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2285.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2287.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2288.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2289.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2293.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2294.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2295.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2296.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2298.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2299.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2332.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2333.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2334.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2335.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2337.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2338.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2339.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2340.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2345.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2346.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2347.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2349.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2350.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2351.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2352.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2353.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2354.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2355.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2356.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2357.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2361.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2363.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2374.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2375.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2377.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2378.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2380.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2384.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2385.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2387.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2392.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2397.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2399.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2400.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2401.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2402.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2403.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2405.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2413.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2416.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2417.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2425.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2426.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2431.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2432.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2433.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2436.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2443.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2449.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2450.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2453.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2455.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2459.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2465.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2468.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2469.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2471.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2472.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2473.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2474.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2477.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2481.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2513.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2514.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2515.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2518.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2520.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2521.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2522.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2523.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2524.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2526.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2527.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2528.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2530.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2538.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2539.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2541.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2542.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2545.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2548.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2552.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2554.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2555.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2557.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2558.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2560.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2561.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2564.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2565.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2566.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2573.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2574.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2578.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2582.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2591.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2594.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2598.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2599.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2614.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2616.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2619.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2622.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2624.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2626.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2628.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2631.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2638.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2641.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2642.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2646.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2650.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2651.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2764.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2766.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2769.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2770.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2773.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2774.0,rotura,0.0,,,,,,
PO_NA_20250921_122918,2775.0,rotura,0.0,,,,,,
