Product_ID,supplier_id,precio,disponibilidad,lead_time,prioridad,lead_time_bucket
1099,226ERS SPORTS THINGS SL,69.205,7.0,7,1,5-7
1100,226ERS SPORTS THINGS SL,49.345,7.0,7,1,5-7
1101,226ERS SPORTS THINGS SL,89.425,91.0,7,1,5-7
1107,226ERS SPORTS THINGS SL,81.76,8.0,7,1,5-7
1112,226ERS SPORTS THINGS SL,67.67666666666666,65.0,7,1,5-7
1113,226ERS SPORTS THINGS SL,67.54,76.0,7,1,5-7
1116,226ERS SPORTS THINGS SL,45.47,6.0,7,1,5-7
1117,226ERS SPORTS THINGS SL,56.51,56.0,7,1,5-7
1125,226ERS SPORTS THINGS SL,6.83,39.0,7,1,5-7
1129,226ERS SPORTS THINGS SL,84.805,27.0,7,1,5-7
1131,226ERS SPORTS THINGS SL,71.0875,42.0,7,1,5-7
1136,226ERS SPORTS THINGS SL,68.75999999999999,1.0,7,1,5-7
1138,226ERS SPORTS THINGS SL,17.77,11.0,7,1,5-7
1140,226ERS SPORTS THINGS SL,45.75,1.0,7,1,5-7
1141,226ERS SPORTS THINGS SL,53.46,0.0,7,1,5-7
1147,226ERS SPORTS THINGS SL,72.5,0.0,7,1,5-7
1150,226ERS SPORTS THINGS SL,53.84,0.0,7,1,5-7
1152,226ERS SPORTS THINGS SL,60.91500000000001,0.0,7,1,5-7
1155,226ERS SPORTS THINGS SL,41.123333333333335,0.0,7,1,5-7
1157,226ERS SPORTS THINGS SL,47.55,0.0,7,1,5-7
1159,226ERS SPORTS THINGS SL,15.59,0.0,7,1,5-7
1162,226ERS SPORTS THINGS SL,69.88,0.0,7,1,5-7
1163,226ERS SPORTS THINGS SL,39.095,0.0,7,1,5-7
1169,226ERS SPORTS THINGS SL,48.31,0.0,7,1,5-7
1170,226ERS SPORTS THINGS SL,79.565,0.0,7,1,5-7
1174,226ERS SPORTS THINGS SL,38.615,0.0,7,1,5-7
1176,226ERS SPORTS THINGS SL,70.575,0.0,7,1,5-7
1177,226ERS SPORTS THINGS SL,71.57,0.0,7,1,5-7
1181,226ERS SPORTS THINGS SL,27.8,0.0,7,1,5-7
1183,226ERS SPORTS THINGS SL,55.98,0.0,7,1,5-7
1184,226ERS SPORTS THINGS SL,43.72,0.0,7,1,5-7
1185,226ERS SPORTS THINGS SL,58.395,0.0,7,1,5-7
1187,226ERS SPORTS THINGS SL,28.59,0.0,7,1,5-7
1188,226ERS SPORTS THINGS SL,75.08,0.0,7,1,5-7
1194,226ERS SPORTS THINGS SL,85.61,0.0,7,1,5-7
1197,226ERS SPORTS THINGS SL,60.03666666666668,0.0,7,1,5-7
1199,226ERS SPORTS THINGS SL,36.7675,0.0,7,1,5-7
1201,226ERS SPORTS THINGS SL,39.59333333333333,0.0,7,1,5-7
1204,226ERS SPORTS THINGS SL,89.28999999999999,0.0,7,1,5-7
1206,226ERS SPORTS THINGS SL,63.09,0.0,7,1,5-7
1207,226ERS SPORTS THINGS SL,63.99000000000001,0.0,7,1,5-7
1210,226ERS SPORTS THINGS SL,60.09666666666666,0.0,7,1,5-7
1215,226ERS SPORTS THINGS SL,68.17333333333333,0.0,7,1,5-7
1221,226ERS SPORTS THINGS SL,71.325,0.0,7,1,5-7
1222,226ERS SPORTS THINGS SL,90.35,0.0,7,1,5-7
1225,226ERS SPORTS THINGS SL,62.62666666666666,0.0,7,1,5-7
1229,226ERS SPORTS THINGS SL,31.425000000000004,0.0,7,1,5-7
1232,AMIX LEVANTE S.L.,49.833333333333336,128.0,2,1,2-4
1233,AMIX LEVANTE S.L.,66.19,17.0,2,1,2-4
1234,AMIX LEVANTE S.L.,20.785,22.0,2,1,2-4
1235,AMIX LEVANTE S.L.,51.02,15.0,2,1,2-4
1238,AMIX LEVANTE S.L.,53.755,13.0,2,1,2-4
1240,AMIX LEVANTE S.L.,56.120000000000005,11.0,2,1,2-4
1243,AMIX LEVANTE S.L.,65.175,12.0,2,1,2-4
1245,AMIX LEVANTE S.L.,51.623333333333335,14.0,2,1,2-4
1248,AMIX LEVANTE S.L.,43.0925,11.0,2,1,2-4
1250,AMIX LEVANTE S.L.,67.675,21.0,2,1,2-4
1251,AMIX LEVANTE S.L.,72.81,9.0,2,1,2-4
1252,AMIX LEVANTE S.L.,32.88666666666666,6.0,2,1,2-4
1253,AMIX LEVANTE S.L.,52.626,7.0,2,1,2-4
1254,AMIX LEVANTE S.L.,80.13,17.0,2,1,2-4
1256,AMIX LEVANTE S.L.,27.65,6.0,2,1,2-4
1258,AMIX LEVANTE S.L.,53.48,135.0,2,1,2-4
1262,AMIX LEVANTE S.L.,79.08,6.0,2,1,2-4
1265,AMIX LEVANTE S.L.,72.57,11.0,2,1,2-4
1266,AMIX LEVANTE S.L.,71.3,11.0,2,1,2-4
1268,AMIX LEVANTE S.L.,66.03,6.0,2,1,2-4
1270,AMIX LEVANTE S.L.,38.83,5.0,2,1,2-4
1272,AMIX LEVANTE S.L.,34.59,5.0,2,1,2-4
1274,AMIX LEVANTE S.L.,57.932500000000005,13.0,2,1,2-4
1276,AMIX LEVANTE S.L.,28.21,10.0,2,1,2-4
1277,AMIX LEVANTE S.L.,84.68,9.0,2,1,2-4
1282,AMIX LEVANTE S.L.,38.774,11.0,2,1,2-4
1289,AMIX LEVANTE S.L.,62.72,4.0,2,1,2-4
1291,AMIX LEVANTE S.L.,37.925,7.0,2,1,2-4
1292,AMIX LEVANTE S.L.,96.73,10.0,2,1,2-4
1296,AMIX LEVANTE S.L.,28.375,133.0,2,1,2-4
1300,AMIX LEVANTE S.L.,62.085,8.0,2,1,2-4
1301,AMIX LEVANTE S.L.,41.755,6.0,2,1,2-4
1302,AMIX LEVANTE S.L.,65.28333333333333,6.0,2,1,2-4
1305,AMIX LEVANTE S.L.,51.86333333333334,67.0,2,1,2-4
1306,AMIX LEVANTE S.L.,82.67,8.0,2,1,2-4
1307,AMIX LEVANTE S.L.,45.6,53.0,2,1,2-4
1311,AMIX LEVANTE S.L.,74.27666666666666,1.0,2,1,2-4
1312,AMIX LEVANTE S.L.,84.69,4.0,2,1,2-4
1313,AMIX LEVANTE S.L.,70.155,3.0,2,1,2-4
1320,AMIX LEVANTE S.L.,58.376666666666665,3.0,2,1,2-4
1321,AMIX LEVANTE S.L.,66.66666666666667,37.0,2,1,2-4
1323,AMIX LEVANTE S.L.,91.21,20.0,2,1,2-4
1324,AMIX LEVANTE S.L.,54.70000000000001,2.0,2,1,2-4
1327,AMIX LEVANTE S.L.,22.57,2.0,2,1,2-4
1328,AMIX LEVANTE S.L.,66.83,2.0,2,1,2-4
1334,AMIX LEVANTE S.L.,72.27,18.0,2,1,2-4
1338,AMIX LEVANTE S.L.,76.14,1.0,2,1,2-4
1339,AMIX LEVANTE S.L.,69.48,23.0,2,1,2-4
1340,AMIX LEVANTE S.L.,17.79,14.0,2,1,2-4
1351,AMIX LEVANTE S.L.,82.57,9.0,2,1,2-4
1352,AMIX LEVANTE S.L.,7.14,67.0,2,1,2-4
1353,AMIX LEVANTE S.L.,72.57,10.0,2,1,2-4
1355,AMIX LEVANTE S.L.,44.6875,1.0,2,1,2-4
1356,AMIX LEVANTE S.L.,22.05,1.0,2,1,2-4
1357,AMIX LEVANTE S.L.,91.29,12.0,2,1,2-4
1361,AMIX LEVANTE S.L.,51.76,7.0,2,1,2-4
1362,AMIX LEVANTE S.L.,24.99,7.0,2,1,2-4
1363,AMIX LEVANTE S.L.,16.42,6.0,2,1,2-4
1364,AMIX LEVANTE S.L.,83.95500000000001,5.0,2,1,2-4
1368,AMIX LEVANTE S.L.,47.080000000000005,4.0,2,1,2-4
1369,AMIX LEVANTE S.L.,92.55,4.0,2,1,2-4
1373,AMIX LEVANTE S.L.,5.75,3.0,2,1,2-4
1375,AMIX LEVANTE S.L.,25.67,2.0,2,1,2-4
1378,AMIX LEVANTE S.L.,7.35,1.0,2,1,2-4
1385,AMIX LEVANTE S.L.,15.57,0.0,2,1,2-4
1389,AMIX LEVANTE S.L.,95.51,0.0,2,1,2-4
1390,AMIX LEVANTE S.L.,74.395,0.0,2,1,2-4
1392,AMIX LEVANTE S.L.,18.22,0.0,2,1,2-4
1395,AMIX LEVANTE S.L.,23.41,0.0,2,1,2-4
1403,AMIX LEVANTE S.L.,51.555,0.0,2,1,2-4
1404,AMIX LEVANTE S.L.,18.985,0.0,2,1,2-4
1410,AMIX LEVANTE S.L.,73.945,0.0,2,1,2-4
1411,AMIX LEVANTE S.L.,48.135,0.0,2,1,2-4
1412,AMIX LEVANTE S.L.,54.32000000000001,0.0,2,1,2-4
1413,AMIX LEVANTE S.L.,48.045,0.0,2,1,2-4
1416,AMIX LEVANTE S.L.,89.225,0.0,2,1,2-4
1418,AMIX LEVANTE S.L.,90.24,0.0,2,1,2-4
1419,AMIX LEVANTE S.L.,49.2,0.0,2,1,2-4
1420,AMIX LEVANTE S.L.,90.66,0.0,2,1,2-4
1421,AMIX LEVANTE S.L.,52.71,0.0,2,2,2-4
1422,AMIX LEVANTE S.L.,85.27,0.0,2,1,2-4
1427,AMIX LEVANTE S.L.,99.72,0.0,2,1,2-4
1428,AMIX LEVANTE S.L.,64.81,0.0,2,1,2-4
1429,AMIX LEVANTE S.L.,80.06,0.0,2,1,2-4
1434,AMIX LEVANTE S.L.,27.59,0.0,2,1,2-4
1436,AMIX LEVANTE S.L.,41.34,0.0,2,1,2-4
1437,AMIX LEVANTE S.L.,70.98666666666666,0.0,2,1,2-4
1438,AMIX LEVANTE S.L.,50.37,0.0,2,1,2-4
1439,AMIX LEVANTE S.L.,68.57,0.0,2,1,2-4
1440,AMIX LEVANTE S.L.,30.07,0.0,2,1,2-4
1444,AMIX LEVANTE S.L.,57.84,0.0,2,1,2-4
1445,AMIX LEVANTE S.L.,70.63666666666667,0.0,2,1,2-4
1446,AMIX LEVANTE S.L.,50.69333333333333,0.0,2,1,2-4
1447,AMIX LEVANTE S.L.,41.18,0.0,2,1,2-4
1449,AMIX LEVANTE S.L.,35.475,0.0,2,1,2-4
1453,AMIX LEVANTE S.L.,60.26749999999999,0.0,2,1,2-4
1456,AMIX LEVANTE S.L.,65.61500000000001,0.0,2,1,2-4
1457,AMIX LEVANTE S.L.,40.28333333333333,0.0,2,1,2-4
1459,AMIX LEVANTE S.L.,32.73,0.0,2,1,2-4
1461,AMIX LEVANTE S.L.,39.77,0.0,2,1,2-4
1469,AMIX LEVANTE S.L.,56.400000000000006,0.0,2,1,2-4
1474,AMIX LEVANTE S.L.,47.48,0.0,2,1,2-4
1476,AMIX LEVANTE S.L.,38.6,0.0,2,1,2-4
1477,AMIX LEVANTE S.L.,16.866666666666667,0.0,2,1,2-4
1478,AMIX LEVANTE S.L.,51.035,0.0,2,1,2-4
1479,AMIX LEVANTE S.L.,56.30500000000001,0.0,2,1,2-4
1481,AMIX LEVANTE S.L.,47.765,0.0,2,1,2-4
1482,AMIX LEVANTE S.L.,83.05,0.0,2,1,2-4
1483,AMIX LEVANTE S.L.,36.8,0.0,2,1,2-4
1484,AMIX LEVANTE S.L.,62.07999999999999,0.0,2,1,2-4
1485,AMIX LEVANTE S.L.,89.65,0.0,2,1,2-4
1486,AMIX LEVANTE S.L.,46.5325,0.0,2,1,2-4
1488,AMIX LEVANTE S.L.,28.64,0.0,2,1,2-4
1490,AMIX LEVANTE S.L.,97.61,0.0,2,1,2-4
1492,AMIX LEVANTE S.L.,25.74,0.0,2,1,2-4
1493,AMIX LEVANTE S.L.,56.56,0.0,2,1,2-4
1503,AMIX LEVANTE S.L.,50.77,0.0,2,1,2-4
1507,AMIX LEVANTE S.L.,81.77,0.0,2,1,2-4
1508,AMIX LEVANTE S.L.,51.235,0.0,2,1,2-4
1513,AMIX LEVANTE S.L.,58.97,0.0,2,1,2-4
1523,AMIX LEVANTE S.L.,40.71,0.0,2,1,2-4
1526,AMIX LEVANTE S.L.,31.23,0.0,2,1,2-4
1527,AMIX LEVANTE S.L.,13.47,0.0,2,1,2-4
1528,AMIX LEVANTE S.L.,14.75,0.0,2,1,2-4
1529,AMIX LEVANTE S.L.,78.25,0.0,2,1,2-4
1531,AMIX LEVANTE S.L.,87.67,0.0,2,1,2-4
1533,AMIX LEVANTE S.L.,47.945,0.0,2,1,2-4
1534,AMIX LEVANTE S.L.,99.76,0.0,2,1,2-4
1535,AMIX LEVANTE S.L.,80.21,0.0,2,1,2-4
1536,AMIX LEVANTE S.L.,64.33999999999999,0.0,2,1,2-4
1537,AMIX LEVANTE S.L.,68.845,0.0,2,1,2-4
1539,AMIX LEVANTE S.L.,46.625,0.0,2,1,2-4
1541,AMIX LEVANTE S.L.,77.28333333333333,0.0,2,1,2-4
1542,AMIX LEVANTE S.L.,71.115,0.0,2,1,2-4
1543,AMIX LEVANTE S.L.,76.6,0.0,2,1,2-4
1544,AMIX LEVANTE S.L.,34.495,0.0,2,1,2-4
1545,AMIX LEVANTE S.L.,21.71,0.0,2,1,2-4
1547,AMIX LEVANTE S.L.,32.19,0.0,2,1,2-4
1550,AMIX LEVANTE S.L.,9.38,0.0,2,1,2-4
1553,AMIX LEVANTE S.L.,34.59,0.0,2,1,2-4
1556,AMIX LEVANTE S.L.,52.39,0.0,2,1,2-4
1558,AMIX LEVANTE S.L.,75.02000000000001,0.0,2,1,2-4
1560,AMIX LEVANTE S.L.,19.91,0.0,2,1,2-4
1564,AMIX LEVANTE S.L.,72.895,0.0,2,1,2-4
1566,AMIX LEVANTE S.L.,51.46,0.0,2,1,2-4
1569,AMIX LEVANTE S.L.,7.29,0.0,2,1,2-4
1571,AMIX LEVANTE S.L.,12.69,0.0,2,1,2-4
1574,AMIX LEVANTE S.L.,75.785,0.0,2,1,2-4
1576,AMIX LEVANTE S.L.,57.955,0.0,2,1,2-4
1577,AMIX LEVANTE S.L.,46.165000000000006,0.0,2,1,2-4
1578,AMIX LEVANTE S.L.,55.535,0.0,2,1,2-4
1581,AMIX LEVANTE S.L.,48.39000000000001,0.0,2,1,2-4
1584,AMIX LEVANTE S.L.,83.35,0.0,2,1,2-4
1585,AMIX LEVANTE S.L.,27.66,0.0,2,1,2-4
1587,AMIX LEVANTE S.L.,52.58,0.0,2,1,2-4
1588,AMIX LEVANTE S.L.,91.62,0.0,2,1,2-4
1589,AMIX LEVANTE S.L.,53.9375,0.0,2,1,2-4
1593,AMIX LEVANTE S.L.,73.75999999999999,0.0,2,1,2-4
1594,AMIX LEVANTE S.L.,32.08,0.0,2,1,2-4
1605,AMIX LEVANTE S.L.,41.6,0.0,2,1,2-4
1608,AMIX LEVANTE S.L.,22.36,0.0,2,1,2-4
1613,AMIX LEVANTE S.L.,83.69,0.0,2,1,2-4
1614,AMIX LEVANTE S.L.,62.158,0.0,2,1,2-4
1620,AMIX LEVANTE S.L.,59.33,0.0,2,1,2-4
1623,AMIX LEVANTE S.L.,15.79,0.0,2,1,2-4
1628,AMIX LEVANTE S.L.,29.91,0.0,2,1,2-4
1652,AMIX LEVANTE S.L.,53.13,0.0,2,1,2-4
1654,AMIX LEVANTE S.L.,47.74,0.0,2,1,2-4
1658,AMIX LEVANTE S.L.,37.31,0.0,2,1,2-4
1660,AMIX LEVANTE S.L.,34.864999999999995,0.0,2,1,2-4
1661,AMIX LEVANTE S.L.,37.903333333333336,0.0,2,1,2-4
1663,AMIX LEVANTE S.L.,31.64,0.0,2,1,2-4
1665,AMIX LEVANTE S.L.,46.13,0.0,2,1,2-4
1666,AMIX LEVANTE S.L.,49.6775,0.0,2,1,2-4
1669,AMIX LEVANTE S.L.,44.03,0.0,2,1,2-4
1670,AMIX LEVANTE S.L.,42.97666666666667,0.0,2,1,2-4
1672,AMIX LEVANTE S.L.,21.793333333333333,0.0,2,1,2-4
1674,AMIX LEVANTE S.L.,61.965,0.0,2,1,2-4
1675,AMIX LEVANTE S.L.,54.025,0.0,2,1,2-4
1685,AMIX LEVANTE S.L.,30.473333333333333,0.0,2,1,2-4
1690,AMIX LEVANTE S.L.,58.120000000000005,0.0,2,1,2-4
1695,AMIX LEVANTE S.L.,45.52,0.0,2,1,2-4
1696,AMIX LEVANTE S.L.,56.085,0.0,2,1,2-4
1701,AMIX LEVANTE S.L.,17.16,0.0,2,1,2-4
1705,AMIX LEVANTE S.L.,49.73,0.0,2,1,2-4
1713,AMIX LEVANTE S.L.,46.13,0.0,2,1,2-4
1717,AMIX LEVANTE S.L.,68.7675,0.0,2,1,2-4
1723,AMIX LEVANTE S.L.,50.92,0.0,2,1,2-4
1726,AMIX LEVANTE S.L.,54.79,0.0,2,1,2-4
1727,AMIX LEVANTE S.L.,14.22,0.0,2,1,2-4
1733,AMIX LEVANTE S.L.,45.645,0.0,2,1,2-4
1734,AMIX LEVANTE S.L.,88.47,0.0,2,1,2-4
1736,AMIX LEVANTE S.L.,21.09,0.0,2,1,2-4
1739,AMIX LEVANTE S.L.,30.89,0.0,2,1,2-4
1744,AMIX LEVANTE S.L.,42.15,0.0,2,1,2-4
1749,AMIX LEVANTE S.L.,55.255,0.0,2,1,2-4
1750,AMIX LEVANTE S.L.,68.475,0.0,2,1,2-4
1756,AMIX LEVANTE S.L.,53.63666666666666,0.0,2,1,2-4
1760,AMIX LEVANTE S.L.,54.260000000000005,0.0,2,1,2-4
1762,AMIX LEVANTE S.L.,69.72,0.0,2,2,2-4
1764,AMIX LEVANTE S.L.,30.19,0.0,2,1,2-4
1770,AMIX LEVANTE S.L.,76.43,0.0,2,1,2-4
1771,AMIX LEVANTE S.L.,19.65,0.0,2,1,2-4
1772,AMIX LEVANTE S.L.,51.975,0.0,2,1,2-4
1773,AMIX LEVANTE S.L.,33.97,0.0,2,1,2-4
1774,AMIX LEVANTE S.L.,96.82,0.0,2,1,2-4
1775,AMIX LEVANTE S.L.,57.825,0.0,2,1,2-4
1777,AMIX LEVANTE S.L.,48.67,0.0,2,1,2-4
1779,AMIX LEVANTE S.L.,78.855,0.0,2,1,2-4
1780,AMIX LEVANTE S.L.,83.39,0.0,2,1,2-4
1781,AMIX LEVANTE S.L.,99.31,0.0,2,1,2-4
1783,AMIX LEVANTE S.L.,76.38,0.0,2,1,2-4
1785,AMIX LEVANTE S.L.,87.955,0.0,2,1,2-4
1788,AMIX LEVANTE S.L.,17.47,0.0,2,1,2-4
1789,AMIX LEVANTE S.L.,58.91,0.0,2,1,2-4
1791,AMIX LEVANTE S.L.,87.57,0.0,2,1,2-4
1792,AMIX LEVANTE S.L.,26.035,0.0,2,1,2-4
1795,AMIX LEVANTE S.L.,41.785,0.0,2,1,2-4
1797,AMIX LEVANTE S.L.,83.03,0.0,2,1,2-4
1801,AMIX LEVANTE S.L.,81.97,15.0,2,1,2-4
1803,AMIX LEVANTE S.L.,32.8,14.0,2,1,2-4
1805,AMIX LEVANTE S.L.,88.44,99.0,2,1,2-4
1807,AMIX LEVANTE S.L.,63.905,1.0,2,1,2-4
1809,AMIX LEVANTE S.L.,66.91,0.0,2,1,2-4
1810,AMIX LEVANTE S.L.,22.18,0.0,2,1,2-4
1811,AMIX LEVANTE S.L.,62.60000000000001,0.0,2,1,2-4
1815,AMIX LEVANTE S.L.,88.56,0.0,2,1,2-4
1817,AMIX LEVANTE S.L.,62.04,0.0,2,1,2-4
1818,AMIX LEVANTE S.L.,67.11,0.0,2,1,2-4
1819,AMIX LEVANTE S.L.,57.13,0.0,2,1,2-4
1824,AMIX LEVANTE S.L.,59.16,0.0,2,1,2-4
1825,AMIX LEVANTE S.L.,56.415000000000006,0.0,2,1,2-4
1834,AMIX LEVANTE S.L.,33.51,35.0,2,1,2-4
1835,AMIX LEVANTE S.L.,43.525,8.0,2,1,2-4
1839,AMIX LEVANTE S.L.,11.43,72.0,2,1,2-4
1844,AMIX LEVANTE S.L.,82.36,61.0,2,1,2-4
1845,AMIX LEVANTE S.L.,94.09,6.0,2,1,2-4
1847,AMIX LEVANTE S.L.,67.60333333333334,3.0,2,1,2-4
1848,AMIX LEVANTE S.L.,42.55,32.0,2,1,2-4
1849,AMIX LEVANTE S.L.,89.095,30.0,2,1,2-4
1854,AMIX LEVANTE S.L.,30.8825,15.0,2,1,2-4
1862,AMIX LEVANTE S.L.,6.73,0.0,2,1,2-4
1865,AMIX LEVANTE S.L.,83.12333333333333,0.0,2,1,2-4
1866,AMIX LEVANTE S.L.,26.195,0.0,2,1,2-4
1867,AMIX LEVANTE S.L.,47.0875,0.0,2,1,2-4
1869,AMIX LEVANTE S.L.,55.59,0.0,2,1,2-4
1872,AMIX LEVANTE S.L.,57.15,0.0,2,1,2-4
1873,AMIX LEVANTE S.L.,63.73,0.0,2,1,2-4
1874,AMIX LEVANTE S.L.,59.16,0.0,2,1,2-4
1876,AMIX LEVANTE S.L.,75.785,0.0,2,1,2-4
1878,AMIX LEVANTE S.L.,30.975,0.0,2,1,2-4
1879,AMIX LEVANTE S.L.,52.94,0.0,2,1,2-4
1882,AMIX LEVANTE S.L.,96.1,0.0,2,1,2-4
1884,AMIX LEVANTE S.L.,33.504999999999995,0.0,2,1,2-4
1890,AMIX LEVANTE S.L.,54.2,0.0,2,1,2-4
1891,AMIX LEVANTE S.L.,50.245000000000005,0.0,2,1,2-4
1892,AMIX LEVANTE S.L.,94.94,0.0,2,1,2-4
1893,AMIX LEVANTE S.L.,11.58,0.0,2,1,2-4
1894,AMIX LEVANTE S.L.,37.035,0.0,2,1,2-4
1895,AMIX LEVANTE S.L.,88.9725,0.0,2,1,2-4
1896,AMIX LEVANTE S.L.,27.32,0.0,2,1,2-4
1898,AMIX LEVANTE S.L.,32.336666666666666,23.0,2,1,2-4
1909,AMIX LEVANTE S.L.,98.88,1.0,2,1,2-4
1912,AMIX LEVANTE S.L.,89.24,0.0,2,1,2-4
1913,AMIX LEVANTE S.L.,21.67,0.0,2,1,2-4
1914,AMIX LEVANTE S.L.,38.7,0.0,2,1,2-4
1916,AMIX LEVANTE S.L.,50.425,0.0,2,1,2-4
1917,AMIX LEVANTE S.L.,7.02,0.0,2,1,2-4
1918,AMIX LEVANTE S.L.,50.68,0.0,2,1,2-4
1920,AMIX LEVANTE S.L.,74.815,0.0,2,1,2-4
1926,AMIX LEVANTE S.L.,53.39000000000001,0.0,2,1,2-4
1927,AMIX LEVANTE S.L.,23.34,0.0,2,1,2-4
1928,AMIX LEVANTE S.L.,40.83,0.0,2,1,2-4
1929,AMIX LEVANTE S.L.,17.380000000000003,0.0,2,1,2-4
1931,AMIX LEVANTE S.L.,45.727500000000006,0.0,2,1,2-4
1932,AMIX LEVANTE S.L.,42.22,0.0,2,1,2-4
1933,AMIX LEVANTE S.L.,49.053333333333335,0.0,2,1,2-4
1938,AMIX LEVANTE S.L.,25.41,0.0,2,1,2-4
1939,AMIX LEVANTE S.L.,74.715,0.0,2,1,2-4
1947,AMIX LEVANTE S.L.,7.34,0.0,2,1,2-4
1948,AMIX LEVANTE S.L.,57.85,0.0,2,1,2-4
1949,AMIX LEVANTE S.L.,47.34666666666666,0.0,2,1,2-4
1950,AMIX LEVANTE S.L.,95.67,0.0,2,1,2-4
1952,AMIX LEVANTE S.L.,45.38,0.0,2,1,2-4
1954,AMIX LEVANTE S.L.,53.005,63.0,2,1,2-4
1955,AMIX LEVANTE S.L.,61.120000000000005,22.0,2,1,2-4
1957,AMIX LEVANTE S.L.,59.34,10.0,2,1,2-4
1958,AMIX LEVANTE S.L.,48.02,15.0,2,1,2-4
1965,AMIX LEVANTE S.L.,73.42999999999999,0.0,2,1,2-4
1981,AMIX LEVANTE S.L.,43.09,0.0,2,1,2-4
1993,AMIX LEVANTE S.L.,97.42,0.0,2,1,2-4
1995,AMIX LEVANTE S.L.,52.55666666666667,0.0,2,1,2-4
2001,AMIX LEVANTE S.L.,29.28,0.0,2,1,2-4
2004,AMIX LEVANTE S.L.,54.82666666666668,0.0,2,1,2-4
2005,AMIX LEVANTE S.L.,58.19,0.0,2,1,2-4
2009,AMIX LEVANTE S.L.,63.81000000000001,0.0,2,1,2-4
2011,AMIX LEVANTE S.L.,81.765,0.0,2,1,2-4
2049,AMIX LEVANTE S.L.,7.899999999999999,1.0,2,1,2-4
2050,AMIX LEVANTE S.L.,62.985,1.0,2,1,2-4
2052,AMIX LEVANTE S.L.,20.925,0.0,2,1,2-4
2057,AMIX LEVANTE S.L.,32.94,0.0,2,1,2-4
2061,AMIX LEVANTE S.L.,96.775,0.0,2,1,2-4
2063,AMIX LEVANTE S.L.,9.51,0.0,2,1,2-4
2064,AMIX LEVANTE S.L.,57.29,0.0,2,1,2-4
2065,AMIX LEVANTE S.L.,66.66,0.0,2,1,2-4
2069,AMIX LEVANTE S.L.,20.01,0.0,2,1,2-4
2073,"BAMBINI FOODS, SL",56.94499999999999,36.0,12,1,10-15
2076,"BAMBINI FOODS, SL",29.98,15.0,12,1,10-15
2077,"BAMBINI FOODS, SL",40.93333333333333,23.0,12,1,10-15
2079,"BAMBINI FOODS, SL",10.86,10.0,12,1,10-15
2081,"BAMBINI FOODS, SL",51.495,8.0,12,1,10-15
2082,"BAMBINI FOODS, SL",59.49666666666667,81.0,12,1,10-15
2088,"BAMBINI FOODS, SL",59.93999999999999,38.0,12,1,10-15
2089,"BAMBINI FOODS, SL",56.64,2.0,12,1,10-15
2090,"BAMBINI FOODS, SL",91.18,34.0,12,1,10-15
2095,"BAMBINI FOODS, SL",92.13,21.0,12,1,10-15
2098,"BAMBINI FOODS, SL",34.54666666666667,17.0,12,1,10-15
