product_id,tipo_outlier,years,n_years,year_total_sum,n_dias_candidatos_sum,n_dias_sum,decision_aplicada
6767,pico_aislado,"2022,2023,2024",3,996.1199999999831,42,1096,suavizado_a015
6885,pico_aislado,"2022,2023,2024",3,1058.969999999982,42,1096,suavizado_a015
6925,pico_aislado,"2022,2023,2024",3,1673.5199999999718,42,1096,suavizado_a015
6961,pico_aislado,"2022,2023,2024",3,3450.0199999999413,42,1096,suavizado_a015
6971,pico_aislado,"2022,2023,2024",3,1056.9799999999818,42,1096,suavizado_a015
6988,pico_aislado,"2022,2023,2024",3,23.399999999999565,42,1096,suavizado_a015
7032,pico_aislado,"2022,2023,2024",3,1892.849999999968,42,1096,suavizado_a015
7104,pico_aislado,"2022,2023,2024",3,2702.9199999999537,42,1096,suavizado_a015
7121,pico_aislado,"2022,2023,2024",3,1419.8399999999758,42,1096,suavizado_a015
7137,pico_aislado,"2022,2023,2024",3,314.03999999999456,42,1096,suavizado_a015
7165,pico_aislado,"2022,2023,2024",3,4325.999999999926,42,1096,suavizado_a015
7298,pico_aislado,"2022,2023,2024",3,1600.519999999973,42,1096,suavizado_a015
7319,pico_aislado,"2022,2023,2024",3,4498.5799999999235,42,1096,suavizado_a015
7349,pico_aislado,"2022,2023,2024",3,3343.639999999943,42,1096,suavizado_a015
7398,pico_aislado,"2022,2023,2024",3,4897.0099999999165,42,1096,suavizado_a015
7455,pico_aislado,"2022,2023,2024",3,22.329999999999586,42,1096,suavizado_a015
7456,pico_aislado,"2022,2023,2024",3,144.4899999999975,42,1096,suavizado_a015
7495,pico_aislado,"2022,2023,2024",3,72.57999999999872,42,1096,suavizado_a015
7579,pico_aislado,"2022,2023,2024",3,4585.489999999922,42,1096,suavizado_a015
7694,top_venta,"2022,2023,2024",3,5499.129999999906,42,1096,sin_cambio
7756,pico_aislado,"2022,2023,2024",3,3716.409999999937,42,1096,suavizado_a015
7845,pico_aislado,"2022,2023,2024",3,4855.389999999918,42,1096,suavizado_a015
7851,pico_aislado,"2022,2023,2024",3,211.0099999999964,42,1096,suavizado_a015
7860,top_venta,"2022,2023,2024",3,5608.719999999905,42,1096,sin_cambio
7884,pico_aislado,"2022,2023,2024",3,1718.0499999999709,42,1096,suavizado_a015
7893,pico_aislado,"2022,2023,2024",3,1392.4999999999764,42,1096,suavizado_a015
7940,pico_aislado,"2022,2023,2024",3,1625.7999999999722,42,1096,suavizado_a015
7962,top_venta,"2022,2023,2024",3,5235.369999999911,42,1096,sin_cambio
8117,pico_aislado,"2022,2023,2024",3,4228.109999999928,42,1096,suavizado_a015
8181,pico_aislado,"2022,2023,2024",3,784.6899999999866,42,1096,suavizado_a015
8281,pico_aislado,"2022,2023,2024",3,1673.4499999999712,42,1096,suavizado_a015
8307,pico_aislado,"2022,2023,2024",3,2923.1399999999503,42,1096,suavizado_a015
8347,pico_aislado,"2022,2023,2024",3,2733.4299999999535,42,1096,suavizado_a015
8366,pico_aislado,"2022,2023,2024",3,2532.6399999999567,42,1096,suavizado_a015
8368,pico_aislado,"2022,2023,2024",3,1035.5499999999824,42,1096,suavizado_a015
8409,pico_aislado,"2022,2023,2024",3,569.7999999999902,42,1096,suavizado_a015
8413,pico_aislado,"2022,2023,2024",3,3939.639999999933,42,1096,suavizado_a015
8449,pico_aislado,"2022,2023,2024",3,3904.639999999933,42,1096,suavizado_a015
8454,pico_aislado,"2022,2023,2024",3,237.78999999999587,42,1096,suavizado_a015
8572,pico_aislado,"2022,2023,2024",3,908.8499999999847,42,1096,suavizado_a015
8678,pico_aislado,"2022,2023,2024",3,4569.689999999922,42,1096,suavizado_a015
8707,pico_aislado,"2022,2023,2024",3,2356.03999999996,42,1096,suavizado_a015
8784,pico_aislado,"2022,2023,2024",3,605.0599999999897,42,1096,suavizado_a015
8788,pico_aislado,"2022,2023,2024",3,184.27999999999687,42,1096,suavizado_a015
8860,pico_aislado,"2022,2023,2024",3,39.719999999999295,42,1096,suavizado_a015
8940,pico_aislado,"2022,2023,2024",3,2567.719999999956,42,1096,suavizado_a015
8950,pico_aislado,"2022,2023,2024",3,1387.8199999999763,42,1096,suavizado_a015
8977,pico_aislado,"2022,2023,2024",3,2635.4199999999555,42,1096,suavizado_a015
8988,pico_aislado,"2022,2023,2024",3,2926.57999999995,42,1096,suavizado_a015
8990,pico_aislado,"2022,2023,2024",3,4779.079999999919,42,1096,suavizado_a015
9012,pico_aislado,"2022,2023,2024",3,1091.6399999999817,42,1096,suavizado_a015
9324,pico_aislado,"2022,2023,2024",3,277.4899999999953,42,1096,suavizado_a015
9341,pico_aislado,"2022,2023,2024",3,4530.949999999923,42,1096,suavizado_a015
9365,pico_aislado,"2022,2023,2024",3,281.07999999999515,42,1096,suavizado_a015
9449,pico_aislado,"2022,2023,2024",3,1195.1599999999798,42,1096,suavizado_a015
9450,pico_aislado,"2022,2023,2024",3,289.6499999999951,42,1096,suavizado_a015
9451,pico_aislado,"2022,2023,2024",3,1093.5499999999813,42,1096,suavizado_a015
9464,pico_aislado,"2022,2023,2024",3,671.5699999999886,42,1096,suavizado_a015
9471,pico_aislado,"2022,2023,2024",3,505.2199999999914,42,1096,suavizado_a015
9577,pico_aislado,"2022,2023,2024",3,4043.2799999999315,42,1096,suavizado_a015
9578,pico_aislado,"2022,2023,2024",3,3436.139999999941,42,1096,suavizado_a015
9580,pico_aislado,"2022,2023,2024",3,1422.4999999999757,42,1096,suavizado_a015
9608,pico_aislado,"2022,2023,2024",3,306.26999999999475,42,1096,suavizado_a015
9614,pico_aislado,"2022,2023,2024",3,918.8199999999845,42,1096,suavizado_a015
9616,pico_aislado,"2022,2023,2024",3,1341.3999999999771,42,1096,suavizado_a015
9617,pico_aislado,"2022,2023,2024",3,1579.849999999973,42,1096,suavizado_a015
9632,pico_aislado,"2022,2023,2024",3,3459.4099999999416,42,1096,suavizado_a015
9634,pico_aislado,"2022,2023,2024",3,1015.959999999983,42,1096,suavizado_a015
9638,pico_aislado,"2022,2023,2024",3,330.35999999999433,42,1096,suavizado_a015
9647,pico_aislado,"2022,2023,2024",3,1141.1099999999806,42,1096,suavizado_a015
9651,pico_aislado,"2022,2023,2024",3,2830.599999999952,42,1096,suavizado_a015
9653,pico_aislado,"2022,2023,2024",3,900.4999999999848,42,1096,suavizado_a015
9655,pico_aislado,"2022,2023,2024",3,3582.239999999939,42,1096,suavizado_a015
9663,pico_aislado,"2022,2023,2024",3,843.4599999999857,42,1096,suavizado_a015
9669,pico_aislado,"2022,2023,2024",3,74.75999999999868,42,1096,suavizado_a015
9671,pico_aislado,"2022,2023,2024",3,725.6899999999875,42,1096,suavizado_a015
9675,pico_aislado,"2022,2023,2024",3,353.3899999999941,42,1096,suavizado_a015
9684,pico_aislado,"2022,2023,2024",3,3322.729999999943,42,1096,suavizado_a015
9695,pico_aislado,"2022,2023,2024",3,854.6999999999854,42,1096,suavizado_a015
9703,pico_aislado,"2022,2023,2024",3,999.1899999999829,42,1096,suavizado_a015
9704,pico_aislado,"2022,2023,2024",3,166.60999999999717,42,1096,suavizado_a015
9706,pico_aislado,"2022,2023,2024",3,575.4599999999901,42,1096,suavizado_a015
9719,pico_aislado,"2022,2023,2024",3,1704.5599999999713,42,1096,suavizado_a015
9795,pico_aislado,"2022,2023,2024",3,2769.759999999953,42,1096,suavizado_a015
9810,pico_aislado,"2022,2023,2024",3,843.0499999999856,42,1096,suavizado_a015
9862,pico_aislado,"2022,2023,2024",3,2147.829999999963,42,1096,suavizado_a015
9964,pico_aislado,"2022,2023,2024",3,688.2099999999884,42,1096,suavizado_a015
